,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf
485,33.9,44.1,5,0,0,0,0,0,0,0,17
486,32.9,44.1,5,0,0,0,0,0,0,1,17
487,31.9,44.1,5,0,0,0,0,0,0,2,17
488,30.9,44.1,5,0,0,0,0,0,0,3,17
489,32.9,44.1,5,0,0,0,0,0,0,0,18
490,31.9,44.1,5,0,0,0,0,0,0,1,18
491,30.9,44.1,5,0,0,0,0,0,0,2,18
492,31.9,44.1,5,0,0,0,0,0,0,0,19
493,30.9,44.1,5,0,0,0,0,0,0,1,19
494,30.9,44.1,5,0,0,0,0,0,0,0,20
495,39.8,44.2,5,0,0,0,0,0,0,11,0
496,38.8,44.2,5,0,0,0,0,0,0,12,0
497,37.8,44.2,5,0,0,0,0,0,0,13,0
498,36.8,44.2,5,0,0,0,0,0,0,14,0
499,35.8,44.2,5,0,0,0,0,0,0,15,0
500,34.8,44.2,5,0,0,0,0,0,0,16,0
501,33.8,44.2,5,0,0,0,0,0,0,17,0
502,32.8,44.2,5,0,0,0,0,0,0,18,0
503,31.8,44.2,5,0,0,0,0,0,0,19,0
504,30.8,44.2,5,0,0,0,0,0,0,20,0
505,39.8,44.2,5,0,0,0,0,0,0,10,1
506,38.8,44.2,5,0,0,0,0,0,0,11,1
507,37.8,44.2,5,0,0,0,0,0,0,12,1
508,36.8,44.2,5,0,0,0,0,0,0,13,1
509,35.8,44.2,5,0,0,0,0,0,0,14,1
510,34.8,44.2,5,0,0,0,0,0,0,15,1
511,33.8,44.2,5,0,0,0,0,0,0,16,1
512,32.8,44.2,5,0,0,0,0,0,0,17,1
513,31.8,44.2,5,0,0,0,0,0,0,18,1
514,30.8,44.2,5,0,0,0,0,0,0,19,1
515,39.8,44.2,5,0,0,0,0,0,0,9,2
516,38.8,44.2,5,0,0,0,0,0,0,10,2
517,37.8,44.2,5,0,0,0,0,0,0,11,2
518,36.8,44.2,5,0,0,0,0,0,0,12,2
519,35.8,44.2,5,0,0,0,0,0,0,13,2
520,34.8,44.2,5,0,0,0,0,0,0,14,2
521,33.8,44.2,5,0,0,0,0,0,0,15,2
522,32.8,44.2,5,0,0,0,0,0,0,16,2
523,31.8,44.2,5,0,0,0,0,0,0,17,2
524,30.8,44.2,5,0,0,0,0,0,0,18,2
525,39.8,44.2,5,0,0,0,0,0,0,8,3
526,38.8,44.2,5,0,0,0,0,0,0,9,3
527,37.8,44.2,5,0,0,0,0,0,0,10,3
528,36.8,44.2,5,0,0,0,0,0,0,11,3
529,35.8,44.2,5,0,0,0,0,0,0,12,3
530,34.8,44.2,5,0,0,0,0,0,0,13,3
531,33.8,44.2,5,0,0,0,0,0,0,14,3
532,32.8,44.2,5,0,0,0,0,0,0,15,3
533,31.8,44.2,5,0,0,0,0,0,0,16,3
534,30.8,44.2,5,0,0,0,0,0,0,17,3
535,39.8,44.2,5,0,0,0,0,0,0,7,4
536,38.8,44.2,5,0,0,0,0,0,0,8,4
537,37.8,44.2,5,0,0,0,0,0,0,9,4
538,36.8,44.2,5,0,0,0,0,0,0,10,4
539,35.8,44.2,5,0,0,0,0,0,0,11,4
540,34.8,44.2,5,0,0,0,0,0,0,12,4
541,33.8,44.2,5,0,0,0,0,0,0,13,4
542,32.8,44.2,5,0,0,0,0,0,0,14,4
543,31.8,44.2,5,0,0,0,0,0,0,15,4
544,30.8,44.2,5,0,0,0,0,0,0,16,4
545,39.8,44.2,5,0,0,0,0,0,0,6,5
546,38.8,44.2,5,0,0,0,0,0,0,7,5
547,37.8,44.2,5,0,0,0,0,0,0,8,5
548,36.8,44.2,5,0,0,0,0,0,0,9,5
549,35.8,44.2,5,0,0,0,0,0,0,10,5
550,34.8,44.2,5,0,0,0,0,0,0,11,5
551,33.8,44.2,5,0,0,0,0,0,0,12,5
552,32.8,44.2,5,0,0,0,0,0,0,13,5
553,31.8,44.2,5,0,0,0,0,0,0,14,5
554,30.8,44.2,5,0,0,0,0,0,0,15,5
555,39.8,44.2,5,0,0,0,0,0,0,5,6
556,38.8,44.2,5,0,0,0,0,0,0,6,6
557,37.8,44.2,5,0,0,0,0,0,0,7,6
558,36.8,44.2,5,0,0,0,0,0,0,8,6
559,35.8,44.2,5,0,0,0,0,0,0,9,6
560,34.8,44.2,5,0,0,0,0,0,0,10,6
561,33.8,44.2,5,0,0,0,0,0,0,11,6
562,32.8,44.2,5,0,0,0,0,0,0,12,6
563,31.8,44.2,5,0,0,0,0,0,0,13,6
564,30.8,44.2,5,0,0,0,0,0,0,14,6
565,39.8,44.2,5,0,0,0,0,0,0,4,7
566,38.8,44.2,5,0,0,0,0,0,0,5,7
567,37.8,44.2,5,0,0,0,0,0,0,6,7
568,36.8,44.2,5,0,0,0,0,0,0,7,7
569,35.8,44.2,5,0,0,0,0,0,0,8,7
570,34.8,44.2,5,0,0,0,0,0,0,9,7
571,33.8,44.2,5,0,0,0,0,0,0,10,7
572,32.8,44.2,5,0,0,0,0,0,0,11,7
573,31.8,44.2,5,0,0,0,0,0,0,12,7
574,30.8,44.2,5,0,0,0,0,0,0,13,7
575,39.8,44.2,5,0,0,0,0,0,0,3,8
576,38.8,44.2,5,0,0,0,0,0,0,4,8
577,37.8,44.2,5,0,0,0,0,0,0,5,8
578,36.8,44.2,5,0,0,0,0,0,0,6,8
579,35.8,44.2,5,0,0,0,0,0,0,7,8
580,34.8,44.2,5,0,0,0,0,0,0,8,8
581,33.8,44.2,5,0,0,0,0,0,0,9,8
582,32.8,44.2,5,0,0,0,0,0,0,10,8
583,31.8,44.2,5,0,0,0,0,0,0,11,8
584,30.8,44.2,5,0,0,0,0,0,0,12,8
585,39.8,44.2,5,0,0,0,0,0,0,2,9
586,38.8,44.2,5,0,0,0,0,0,0,3,9
587,37.8,44.2,5,0,0,0,0,0,0,4,9
588,36.8,44.2,5,0,0,0,0,0,0,5,9
589,35.8,44.2,5,0,0,0,0,0,0,6,9
590,34.8,44.2,5,0,0,0,0,0,0,7,9
591,33.8,44.2,5,0,0,0,0,0,0,8,9
592,32.8,44.2,5,0,0,0,0,0,0,9,9
593,31.8,44.2,5,0,0,0,0,0,0,10,9
594,30.8,44.2,5,0,0,0,0,0,0,11,9
595,39.8,44.2,5,0,0,0,0,0,0,1,10
596,38.8,44.2,5,0,0,0,0,0,0,2,10
597,37.8,44.2,5,0,0,0,0,0,0,3,10
598,36.8,44.2,5,0,0,0,0,0,0,4,10
599,35.8,44.2,5,0,0,0,0,0,0,5,10
600,34.8,44.2,5,0,0,0,0,0,0,6,10
601,33.8,44.2,5,0,0,0,0,0,0,7,10
602,32.8,44.2,5,0,0,0,0,0,0,8,10
603,31.8,44.2,5,0,0,0,0,0,0,9,10
604,30.8,44.2,5,0,0,0,0,0,0,10,10
605,39.8,44.2,5,0,0,0,0,0,0,0,11
606,38.8,44.2,5,0,0,0,0,0,0,1,11
607,37.8,44.2,5,0,0,0,0,0,0,2,11
608,36.8,44.2,5,0,0,0,0,0,0,3,11
609,35.8,44.2,5,0,0,0,0,0,0,4,11
610,34.8,44.2,5,0,0,0,0,0,0,5,11
611,33.8,44.2,5,0,0,0,0,0,0,6,11
612,32.8,44.2,5,0,0,0,0,0,0,7,11
613,31.8,44.2,5,0,0,0,0,0,0,8,11
614,30.8,44.2,5,0,0,0,0,0,0,9,11
615,38.8,44.2,5,0,0,0,0,0,0,0,12
616,37.8,44.2,5,0,0,0,0,0,0,1,12
617,36.8,44.2,5,0,0,0,0,0,0,2,12
618,35.8,44.2,5,0,0,0,0,0,0,3,12
619,34.8,44.2,5,0,0,0,0,0,0,4,12
620,33.8,44.2,5,0,0,0,0,0,0,5,12
621,32.8,44.2,5,0,0,0,0,0,0,6,12
622,31.8,44.2,5,0,0,0,0,0,0,7,12
623,30.8,44.2,5,0,0,0,0,0,0,8,12
624,37.8,44.2,5,0,0,0,0,0,0,0,13
625,36.8,44.2,5,0,0,0,0,0,0,1,13
626,35.8,44.2,5,0,0,0,0,0,0,2,13
627,34.8,44.2,5,0,0,0,0,0,0,3,13
628,33.8,44.2,5,0,0,0,0,0,0,4,13
629,32.8,44.2,5,0,0,0,0,0,0,5,13
630,31.8,44.2,5,0,0,0,0,0,0,6,13
631,30.8,44.2,5,0,0,0,0,0,0,7,13
632,36.8,44.2,5,0,0,0,0,0,0,0,14
633,35.8,44.2,5,0,0,0,0,0,0,1,14
634,34.8,44.2,5,0,0,0,0,0,0,2,14
635,33.8,44.2,5,0,0,0,0,0,0,3,14
636,32.8,44.2,5,0,0,0,0,0,0,4,14
637,31.8,44.2,5,0,0,0,0,0,0,5,14
638,30.8,44.2,5,0,0,0,0,0,0,6,14
639,35.8,44.2,5,0,0,0,0,0,0,0,15
640,34.8,44.2,5,0,0,0,0,0,0,1,15
641,33.8,44.2,5,0,0,0,0,0,0,2,15
642,32.8,44.2,5,0,0,0,0,0,0,3,15
643,31.8,44.2,5,0,0,0,0,0,0,4,15
644,30.8,44.2,5,0,0,0,0,0,0,5,15
645,34.8,44.2,5,0,0,0,0,0,0,0,16
646,33.8,44.2,5,0,0,0,0,0,0,1,16
647,32.8,44.2,5,0,0,0,0,0,0,2,16
648,31.8,44.2,5,0,0,0,0,0,0,3,16
649,30.8,44.2,5,0,0,0,0,0,0,4,16
650,33.8,44.2,5,0,0,0,0,0,0,0,17
651,32.8,44.2,5,0,0,0,0,0,0,1,17
652,31.8,44.2,5,0,0,0,0,0,0,2,17
653,30.8,44.2,5,0,0,0,0,0,0,3,17
654,32.8,44.2,5,0,0,0,0,0,0,0,18
655,31.8,44.2,5,0,0,0,0,0,0,1,18
656,30.8,44.2,5,0,0,0,0,0,0,2,18
657,31.8,44.2,5,0,0,0,0,0,0,0,19
658,30.8,44.2,5,0,0,0,0,0,0,1,19
659,30.8,44.2,5,0,0,0,0,0,0,0,20
660,39.7,44.3,5,0,0,0,0,0,0,11,0
661,38.7,44.3,5,0,0,0,0,0,0,12,0
662,37.7,44.3,5,0,0,0,0,0,0,13,0
663,36.7,44.3,5,0,0,0,0,0,0,14,0
664,35.7,44.3,5,0,0,0,0,0,0,15,0
665,34.7,44.3,5,0,0,0,0,0,0,16,0
666,33.7,44.3,5,0,0,0,0,0,0,17,0
667,32.7,44.3,5,0,0,0,0,0,0,18,0
668,31.7,44.3,5,0,0,0,0,0,0,19,0
669,30.7,44.3,5,0,0,0,0,0,0,20,0
670,39.7,44.3,5,0,0,0,0,0,0,10,1
671,38.7,44.3,5,0,0,0,0,0,0,11,1
672,37.7,44.3,5,0,0,0,0,0,0,12,1
673,36.7,44.3,5,0,0,0,0,0,0,13,1
674,35.7,44.3,5,0,0,0,0,0,0,14,1
675,34.7,44.3,5,0,0,0,0,0,0,15,1
676,33.7,44.3,5,0,0,0,0,0,0,16,1
677,32.7,44.3,5,0,0,0,0,0,0,17,1
678,31.7,44.3,5,0,0,0,0,0,0,18,1
679,30.7,44.3,5,0,0,0,0,0,0,19,1
680,39.7,44.3,5,0,0,0,0,0,0,9,2
681,38.7,44.3,5,0,0,0,0,0,0,10,2
682,37.7,44.3,5,0,0,0,0,0,0,11,2
683,36.7,44.3,5,0,0,0,0,0,0,12,2
684,35.7,44.3,5,0,0,0,0,0,0,13,2
685,34.7,44.3,5,0,0,0,0,0,0,14,2
686,33.7,44.3,5,0,0,0,0,0,0,15,2
687,32.7,44.3,5,0,0,0,0,0,0,16,2
688,31.7,44.3,5,0,0,0,0,0,0,17,2
689,30.7,44.3,5,0,0,0,0,0,0,18,2
690,39.7,44.3,5,0,0,0,0,0,0,8,3
691,38.7,44.3,5,0,0,0,0,0,0,9,3
692,37.7,44.3,5,0,0,0,0,0,0,10,3
693,36.7,44.3,5,0,0,0,0,0,0,11,3
694,35.7,44.3,5,0,0,0,0,0,0,12,3
695,34.7,44.3,5,0,0,0,0,0,0,13,3
696,33.7,44.3,5,0,0,0,0,0,0,14,3
697,32.7,44.3,5,0,0,0,0,0,0,15,3
698,31.7,44.3,5,0,0,0,0,0,0,16,3
699,30.7,44.3,5,0,0,0,0,0,0,17,3
700,39.7,44.3,5,0,0,0,0,0,0,7,4
701,38.7,44.3,5,0,0,0,0,0,0,8,4
702,37.7,44.3,5,0,0,0,0,0,0,9,4
703,36.7,44.3,5,0,0,0,0,0,0,10,4
704,35.7,44.3,5,0,0,0,0,0,0,11,4
705,34.7,44.3,5,0,0,0,0,0,0,12,4
706,33.7,44.3,5,0,0,0,0,0,0,13,4
707,32.7,44.3,5,0,0,0,0,0,0,14,4
708,31.7,44.3,5,0,0,0,0,0,0,15,4
709,30.7,44.3,5,0,0,0,0,0,0,16,4
710,39.7,44.3,5,0,0,0,0,0,0,6,5
711,38.7,44.3,5,0,0,0,0,0,0,7,5
712,37.7,44.3,5,0,0,0,0,0,0,8,5
713,36.7,44.3,5,0,0,0,0,0,0,9,5
714,35.7,44.3,5,0,0,0,0,0,0,10,5
715,34.7,44.3,5,0,0,0,0,0,0,11,5
716,33.7,44.3,5,0,0,0,0,0,0,12,5
717,32.7,44.3,5,0,0,0,0,0,0,13,5
718,31.7,44.3,5,0,0,0,0,0,0,14,5
719,30.7,44.3,5,0,0,0,0,0,0,15,5
720,39.7,44.3,5,0,0,0,0,0,0,5,6
721,38.7,44.3,5,0,0,0,0,0,0,6,6
722,37.7,44.3,5,0,0,0,0,0,0,7,6
723,36.7,44.3,5,0,0,0,0,0,0,8,6
724,35.7,44.3,5,0,0,0,0,0,0,9,6
725,34.7,44.3,5,0,0,0,0,0,0,10,6
726,33.7,44.3,5,0,0,0,0,0,0,11,6
727,32.7,44.3,5,0,0,0,0,0,0,12,6
728,31.7,44.3,5,0,0,0,0,0,0,13,6
729,30.7,44.3,5,0,0,0,0,0,0,14,6
730,39.7,44.3,5,0,0,0,0,0,0,4,7
731,38.7,44.3,5,0,0,0,0,0,0,5,7
732,37.7,44.3,5,0,0,0,0,0,0,6,7
733,36.7,44.3,5,0,0,0,0,0,0,7,7
734,35.7,44.3,5,0,0,0,0,0,0,8,7
735,34.7,44.3,5,0,0,0,0,0,0,9,7
736,33.7,44.3,5,0,0,0,0,0,0,10,7
737,32.7,44.3,5,0,0,0,0,0,0,11,7
738,31.7,44.3,5,0,0,0,0,0,0,12,7
739,30.7,44.3,5,0,0,0,0,0,0,13,7
740,39.7,44.3,5,0,0,0,0,0,0,3,8
741,38.7,44.3,5,0,0,0,0,0,0,4,8
742,37.7,44.3,5,0,0,0,0,0,0,5,8
743,36.7,44.3,5,0,0,0,0,0,0,6,8
744,35.7,44.3,5,0,0,0,0,0,0,7,8
745,34.7,44.3,5,0,0,0,0,0,0,8,8
746,33.7,44.3,5,0,0,0,0,0,0,9,8
747,32.7,44.3,5,0,0,0,0,0,0,10,8
748,31.7,44.3,5,0,0,0,0,0,0,11,8
749,30.7,44.3,5,0,0,0,0,0,0,12,8
750,39.7,44.3,5,0,0,0,0,0,0,2,9
751,38.7,44.3,5,0,0,0,0,0,0,3,9
752,37.7,44.3,5,0,0,0,0,0,0,4,9
753,36.7,44.3,5,0,0,0,0,0,0,5,9
754,35.7,44.3,5,0,0,0,0,0,0,6,9
755,34.7,44.3,5,0,0,0,0,0,0,7,9
756,33.7,44.3,5,0,0,0,0,0,0,8,9
757,32.7,44.3,5,0,0,0,0,0,0,9,9
758,31.7,44.3,5,0,0,0,0,0,0,10,9
759,30.7,44.3,5,0,0,0,0,0,0,11,9
760,39.7,44.3,5,0,0,0,0,0,0,1,10
761,38.7,44.3,5,0,0,0,0,0,0,2,10
762,37.7,44.3,5,0,0,0,0,0,0,3,10
763,36.7,44.3,5,0,0,0,0,0,0,4,10
764,35.7,44.3,5,0,0,0,0,0,0,5,10
765,34.7,44.3,5,0,0,0,0,0,0,6,10
766,33.7,44.3,5,0,0,0,0,0,0,7,10
767,32.7,44.3,5,0,0,0,0,0,0,8,10
768,31.7,44.3,5,0,0,0,0,0,0,9,10
769,30.7,44.3,5,0,0,0,0,0,0,10,10
770,39.7,44.3,5,0,0,0,0,0,0,0,11
771,38.7,44.3,5,0,0,0,0,0,0,1,11
772,37.7,44.3,5,0,0,0,0,0,0,2,11
773,36.7,44.3,5,0,0,0,0,0,0,3,11
774,35.7,44.3,5,0,0,0,0,0,0,4,11
775,34.7,44.3,5,0,0,0,0,0,0,5,11
776,33.7,44.3,5,0,0,0,0,0,0,6,11
777,32.7,44.3,5,0,0,0,0,0,0,7,11
778,31.7,44.3,5,0,0,0,0,0,0,8,11
779,30.7,44.3,5,0,0,0,0,0,0,9,11
780,38.7,44.3,5,0,0,0,0,0,0,0,12
781,37.7,44.3,5,0,0,0,0,0,0,1,12
782,36.7,44.3,5,0,0,0,0,0,0,2,12
783,35.7,44.3,5,0,0,0,0,0,0,3,12
784,34.7,44.3,5,0,0,0,0,0,0,4,12
785,33.7,44.3,5,0,0,0,0,0,0,5,12
786,32.7,44.3,5,0,0,0,0,0,0,6,12
787,31.7,44.3,5,0,0,0,0,0,0,7,12
788,30.7,44.3,5,0,0,0,0,0,0,8,12
789,37.7,44.3,5,0,0,0,0,0,0,0,13
790,36.7,44.3,5,0,0,0,0,0,0,1,13
791,35.7,44.3,5,0,0,0,0,0,0,2,13
792,34.7,44.3,5,0,0,0,0,0,0,3,13
793,33.7,44.3,5,0,0,0,0,0,0,4,13
794,32.7,44.3,5,0,0,0,0,0,0,5,13
795,31.7,44.3,5,0,0,0,0,0,0,6,13
796,30.7,44.3,5,0,0,0,0,0,0,7,13
797,36.7,44.3,5,0,0,0,0,0,0,0,14
798,35.7,44.3,5,0,0,0,0,0,0,1,14
799,34.7,44.3,5,0,0,0,0,0,0,2,14
800,33.7,44.3,5,0,0,0,0,0,0,3,14
801,32.7,44.3,5,0,0,0,0,0,0,4,14
802,31.7,44.3,5,0,0,0,0,0,0,5,14
803,30.7,44.3,5,0,0,0,0,0,0,6,14
804,35.7,44.3,5,0,0,0,0,0,0,0,15
805,34.7,44.3,5,0,0,0,0,0,0,1,15
806,33.7,44.3,5,0,0,0,0,0,0,2,15
807,32.7,44.3,5,0,0,0,0,0,0,3,15
808,31.7,44.3,5,0,0,0,0,0,0,4,15
809,30.7,44.3,5,0,0,0,0,0,0,5,15
810,34.7,44.3,5,0,0,0,0,0,0,0,16
811,33.7,44.3,5,0,0,0,0,0,0,1,16
812,32.7,44.3,5,0,0,0,0,0,0,2,16
813,31.7,44.3,5,0,0,0,0,0,0,3,16
814,30.7,44.3,5,0,0,0,0,0,0,4,16
815,33.7,44.3,5,0,0,0,0,0,0,0,17
816,32.7,44.3,5,0,0,0,0,0,0,1,17
817,31.7,44.3,5,0,0,0,0,0,0,2,17
818,30.7,44.3,5,0,0,0,0,0,0,3,17
819,32.7,44.3,5,0,0,0,0,0,0,0,18
820,31.7,44.3,5,0,0,0,0,0,0,1,18
821,30.7,44.3,5,0,0,0,0,0,0,2,18
822,31.7,44.3,5,0,0,0,0,0,0,0,19
823,30.7,44.3,5,0,0,0,0,0,0,1,19
824,30.7,44.3,5,0,0,0,0,0,0,0,20
825,39.6,44.4,5,0,0,0,0,0,0,11,0
826,38.6,44.4,5,0,0,0,0,0,0,12,0
827,37.6,44.4,5,0,0,0,0,0,0,13,0
828,36.6,44.4,5,0,0,0,0,0,0,14,0
829,35.6,44.4,5,0,0,0,0,0,0,15,0
830,34.6,44.4,5,0,0,0,0,0,0,16,0
831,33.6,44.4,5,0,0,0,0,0,0,17,0
832,32.6,44.4,5,0,0,0,0,0,0,18,0
833,31.6,44.4,5,0,0,0,0,0,0,19,0
834,30.6,44.4,5,0,0,0,0,0,0,20,0
835,39.6,44.4,5,0,0,0,0,0,0,10,1
836,38.6,44.4,5,0,0,0,0,0,0,11,1
837,37.6,44.4,5,0,0,0,0,0,0,12,1
838,36.6,44.4,5,0,0,0,0,0,0,13,1
839,35.6,44.4,5,0,0,0,0,0,0,14,1
840,34.6,44.4,5,0,0,0,0,0,0,15,1
841,33.6,44.4,5,0,0,0,0,0,0,16,1
842,32.6,44.4,5,0,0,0,0,0,0,17,1
843,31.6,44.4,5,0,0,0,0,0,0,18,1
844,30.6,44.4,5,0,0,0,0,0,0,19,1
845,39.6,44.4,5,0,0,0,0,0,0,9,2
846,38.6,44.4,5,0,0,0,0,0,0,10,2
847,37.6,44.4,5,0,0,0,0,0,0,11,2
848,36.6,44.4,5,0,0,0,0,0,0,12,2
849,35.6,44.4,5,0,0,0,0,0,0,13,2
850,34.6,44.4,5,0,0,0,0,0,0,14,2
851,33.6,44.4,5,0,0,0,0,0,0,15,2
852,32.6,44.4,5,0,0,0,0,0,0,16,2
853,31.6,44.4,5,0,0,0,0,0,0,17,2
854,30.6,44.4,5,0,0,0,0,0,0,18,2
855,39.6,44.4,5,0,0,0,0,0,0,8,3
856,38.6,44.4,5,0,0,0,0,0,0,9,3
857,37.6,44.4,5,0,0,0,0,0,0,10,3
858,36.6,44.4,5,0,0,0,0,0,0,11,3
859,35.6,44.4,5,0,0,0,0,0,0,12,3
860,34.6,44.4,5,0,0,0,0,0,0,13,3
861,33.6,44.4,5,0,0,0,0,0,0,14,3
862,32.6,44.4,5,0,0,0,0,0,0,15,3
863,31.6,44.4,5,0,0,0,0,0,0,16,3
864,30.6,44.4,5,0,0,0,0,0,0,17,3
865,39.6,44.4,5,0,0,0,0,0,0,7,4
866,38.6,44.4,5,0,0,0,0,0,0,8,4
867,37.6,44.4,5,0,0,0,0,0,0,9,4
868,36.6,44.4,5,0,0,0,0,0,0,10,4
869,35.6,44.4,5,0,0,0,0,0,0,11,4
870,34.6,44.4,5,0,0,0,0,0,0,12,4
871,33.6,44.4,5,0,0,0,0,0,0,13,4
872,32.6,44.4,5,0,0,0,0,0,0,14,4
873,31.6,44.4,5,0,0,0,0,0,0,15,4
874,30.6,44.4,5,0,0,0,0,0,0,16,4
875,39.6,44.4,5,0,0,0,0,0,0,6,5
876,38.6,44.4,5,0,0,0,0,0,0,7,5
877,37.6,44.4,5,0,0,0,0,0,0,8,5
878,36.6,44.4,5,0,0,0,0,0,0,9,5
879,35.6,44.4,5,0,0,0,0,0,0,10,5
880,34.6,44.4,5,0,0,0,0,0,0,11,5
881,33.6,44.4,5,0,0,0,0,0,0,12,5
882,32.6,44.4,5,0,0,0,0,0,0,13,5
883,31.6,44.4,5,0,0,0,0,0,0,14,5
884,30.6,44.4,5,0,0,0,0,0,0,15,5
885,39.6,44.4,5,0,0,0,0,0,0,5,6
886,38.6,44.4,5,0,0,0,0,0,0,6,6
887,37.6,44.4,5,0,0,0,0,0,0,7,6
888,36.6,44.4,5,0,0,0,0,0,0,8,6
889,35.6,44.4,5,0,0,0,0,0,0,9,6
890,34.6,44.4,5,0,0,0,0,0,0,10,6
891,33.6,44.4,5,0,0,0,0,0,0,11,6
892,32.6,44.4,5,0,0,0,0,0,0,12,6
893,31.6,44.4,5,0,0,0,0,0,0,13,6
894,30.6,44.4,5,0,0,0,0,0,0,14,6
895,39.6,44.4,5,0,0,0,0,0,0,4,7
896,38.6,44.4,5,0,0,0,0,0,0,5,7
897,37.6,44.4,5,0,0,0,0,0,0,6,7
898,36.6,44.4,5,0,0,0,0,0,0,7,7
899,35.6,44.4,5,0,0,0,0,0,0,8,7
900,34.6,44.4,5,0,0,0,0,0,0,9,7
901,33.6,44.4,5,0,0,0,0,0,0,10,7
902,32.6,44.4,5,0,0,0,0,0,0,11,7
903,31.6,44.4,5,0,0,0,0,0,0,12,7
904,30.6,44.4,5,0,0,0,0,0,0,13,7
905,39.6,44.4,5,0,0,0,0,0,0,3,8
906,38.6,44.4,5,0,0,0,0,0,0,4,8
907,37.6,44.4,5,0,0,0,0,0,0,5,8
908,36.6,44.4,5,0,0,0,0,0,0,6,8
909,35.6,44.4,5,0,0,0,0,0,0,7,8
910,34.6,44.4,5,0,0,0,0,0,0,8,8
911,33.6,44.4,5,0,0,0,0,0,0,9,8
912,32.6,44.4,5,0,0,0,0,0,0,10,8
913,31.6,44.4,5,0,0,0,0,0,0,11,8
914,30.6,44.4,5,0,0,0,0,0,0,12,8
915,39.6,44.4,5,0,0,0,0,0,0,2,9
916,38.6,44.4,5,0,0,0,0,0,0,3,9
917,37.6,44.4,5,0,0,0,0,0,0,4,9
918,36.6,44.4,5,0,0,0,0,0,0,5,9
919,35.6,44.4,5,0,0,0,0,0,0,6,9
920,34.6,44.4,5,0,0,0,0,0,0,7,9
921,33.6,44.4,5,0,0,0,0,0,0,8,9
922,32.6,44.4,5,0,0,0,0,0,0,9,9
923,31.6,44.4,5,0,0,0,0,0,0,10,9
924,30.6,44.4,5,0,0,0,0,0,0,11,9
925,39.6,44.4,5,0,0,0,0,0,0,1,10
926,38.6,44.4,5,0,0,0,0,0,0,2,10
927,37.6,44.4,5,0,0,0,0,0,0,3,10
928,36.6,44.4,5,0,0,0,0,0,0,4,10
929,35.6,44.4,5,0,0,0,0,0,0,5,10
930,34.6,44.4,5,0,0,0,0,0,0,6,10
931,33.6,44.4,5,0,0,0,0,0,0,7,10
932,32.6,44.4,5,0,0,0,0,0,0,8,10
933,31.6,44.4,5,0,0,0,0,0,0,9,10
934,30.6,44.4,5,0,0,0,0,0,0,10,10
935,39.6,44.4,5,0,0,0,0,0,0,0,11
936,38.6,44.4,5,0,0,0,0,0,0,1,11
937,37.6,44.4,5,0,0,0,0,0,0,2,11
938,36.6,44.4,5,0,0,0,0,0,0,3,11
939,35.6,44.4,5,0,0,0,0,0,0,4,11
940,34.6,44.4,5,0,0,0,0,0,0,5,11
941,33.6,44.4,5,0,0,0,0,0,0,6,11
942,32.6,44.4,5,0,0,0,0,0,0,7,11
943,31.6,44.4,5,0,0,0,0,0,0,8,11
944,30.6,44.4,5,0,0,0,0,0,0,9,11
945,38.6,44.4,5,0,0,0,0,0,0,0,12
946,37.6,44.4,5,0,0,0,0,0,0,1,12
947,36.6,44.4,5,0,0,0,0,0,0,2,12
948,35.6,44.4,5,0,0,0,0,0,0,3,12
949,34.6,44.4,5,0,0,0,0,0,0,4,12
950,33.6,44.4,5,0,0,0,0,0,0,5,12
951,32.6,44.4,5,0,0,0,0,0,0,6,12
952,31.6,44.4,5,0,0,0,0,0,0,7,12
953,30.6,44.4,5,0,0,0,0,0,0,8,12
954,37.6,44.4,5,0,0,0,0,0,0,0,13
955,36.6,44.4,5,0,0,0,0,0,0,1,13
956,35.6,44.4,5,0,0,0,0,0,0,2,13
957,34.6,44.4,5,0,0,0,0,0,0,3,13
958,33.6,44.4,5,0,0,0,0,0,0,4,13
959,32.6,44.4,5,0,0,0,0,0,0,5,13
960,31.6,44.4,5,0,0,0,0,0,0,6,13
961,30.6,44.4,5,0,0,0,0,0,0,7,13
962,36.6,44.4,5,0,0,0,0,0,0,0,14
963,35.6,44.4,5,0,0,0,0,0,0,1,14
964,34.6,44.4,5,0,0,0,0,0,0,2,14
965,33.6,44.4,5,0,0,0,0,0,0,3,14
966,32.6,44.4,5,0,0,0,0,0,0,4,14
967,31.6,44.4,5,0,0,0,0,0,0,5,14
968,30.6,44.4,5,0,0,0,0,0,0,6,14
969,35.6,44.4,5,0,0,0,0,0,0,0,15
970,34.6,44.4,5,0,0,0,0,0,0,1,15
971,33.6,44.4,5,0,0,0,0,0,0,2,15
972,32.6,44.4,5,0,0,0,0,0,0,3,15
973,31.6,44.4,5,0,0,0,0,0,0,4,15
974,30.6,44.4,5,0,0,0,0,0,0,5,15
975,34.6,44.4,5,0,0,0,0,0,0,0,16
976,33.6,44.4,5,0,0,0,0,0,0,1,16
977,32.6,44.4,5,0,0,0,0,0,0,2,16
978,31.6,44.4,5,0,0,0,0,0,0,3,16
979,30.6,44.4,5,0,0,0,0,0,0,4,16
980,33.6,44.4,5,0,0,0,0,0,0,0,17
981,32.6,44.4,5,0,0,0,0,0,0,1,17
982,31.6,44.4,5,0,0,0,0,0,0,2,17
