,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf,hp
42041,42.4,42.6,7,0,0,0,0,0,0,2,6,88.23533038688765
42042,41.4,42.6,7,0,0,0,0,0,0,3,6,97.57822843362374
42043,40.4,42.6,7,0,0,0,0,0,0,4,6,107.06499806884676
42044,43.4,42.6,7,0,0,0,0,0,0,0,7,75.14417513232183
42045,42.4,42.6,7,0,0,0,0,0,0,1,7,84.83191888910369
42046,41.4,42.6,7,0,0,0,0,0,0,2,7,94.6635342342488
42047,40.4,42.6,7,0,0,0,0,0,0,3,7,104.63902116781537
42048,42.4,42.6,7,0,0,0,0,0,0,0,8,81.30011092106724
42049,41.4,42.6,7,0,0,0,0,0,0,1,8,91.6204435646141
42050,40.4,42.6,7,0,0,0,0,0,0,2,8,102.08464779653877
42051,41.4,42.6,7,0,0,0,0,0,0,0,9,88.44895642477059
42052,40.4,42.6,7,0,0,0,0,0,0,1,9,99.40187795503152
42053,40.4,42.6,7,0,0,0,0,0,0,0,10,96.59071164332272
42054,50.3,42.7,7,0,0,0,0,0,0,0,0,59.47912064796401
42055,49.3,42.7,7,0,0,0,0,0,0,1,0,64.29745472767536
42056,48.3,42.7,7,0,0,0,0,0,0,2,0,69.25966039593914
42057,47.3,42.7,7,0,0,0,0,0,0,3,0,74.36573765247158
42058,46.3,42.7,7,0,0,0,0,0,0,4,0,79.6156864975419
42059,45.3,42.7,7,0,0,0,0,0,0,5,0,85.00950693101186
42060,44.3,42.7,7,0,0,0,0,0,0,6,0,90.54719895286689
42061,43.3,42.7,7,0,0,0,0,0,0,7,0,96.22876256311429
42062,42.3,42.7,7,0,0,0,0,0,0,8,0,102.0541977618268
42063,41.3,42.7,7,0,0,0,0,0,0,9,0,108.02350454896805
42064,40.3,42.7,7,0,0,0,0,0,0,10,0,114.13668292447983
42065,49.3,42.7,7,0,0,0,0,0,0,0,1,58.31484431037097
42066,48.3,42.7,7,0,0,0,0,0,0,1,1,63.76576727700012
42067,47.3,42.7,7,0,0,0,0,0,0,2,1,69.36056183198525
42068,46.3,42.7,7,0,0,0,0,0,0,3,1,75.09922797537729
42069,45.3,42.7,7,0,0,0,0,0,0,4,1,80.98176570716896
42070,44.3,42.7,7,0,0,0,0,0,0,5,1,87.00817502741847
42071,43.3,42.7,7,0,0,0,0,0,0,6,1,93.1784559361331
42072,42.3,42.7,7,0,0,0,0,0,0,7,1,99.49260843312368
42073,41.3,42.7,7,0,0,0,0,0,0,8,1,105.95063251868123
42074,40.3,42.7,7,0,0,0,0,0,0,9,1,112.55252819259476
42075,48.3,42.7,7,0,0,0,0,0,0,0,2,58.1434776878159
42076,47.3,42.7,7,0,0,0,0,0,0,1,2,64.22698954124644
42077,46.3,42.7,7,0,0,0,0,0,0,2,2,70.45437298298202
42078,45.3,42.7,7,0,0,0,0,0,0,3,2,76.82562801318272
42079,44.3,42.7,7,0,0,0,0,0,0,4,2,83.34075463177578
42080,43.3,42.7,7,0,0,0,0,0,0,5,2,89.99975283886306
42081,42.3,42.7,7,0,0,0,0,0,0,6,2,96.80262263434997
42082,41.3,42.7,7,0,0,0,0,0,0,7,2,103.7493640181201
42083,40.3,42.7,7,0,0,0,0,0,0,8,2,110.83997699056636
42084,47.3,42.7,7,0,0,0,0,0,0,0,3,58.96502078020421
42085,46.3,42.7,7,0,0,0,0,0,0,1,3,65.68112152037065
42086,45.3,42.7,7,0,0,0,0,0,0,2,3,72.54109384898038
42087,44.3,42.7,7,0,0,0,0,0,0,3,3,79.54493776595336
42088,43.3,42.7,7,0,0,0,0,0,0,4,3,86.69265327136236
42089,42.3,42.7,7,0,0,0,0,0,0,5,3,93.98424036522192
42090,41.3,42.7,7,0,0,0,0,0,0,6,3,101.41969904747384
42091,40.3,42.7,7,0,0,0,0,0,0,7,3,108.99902931820543
42092,46.3,42.7,7,0,0,0,0,0,0,0,4,60.779473587535904
42093,45.3,42.7,7,0,0,0,0,0,0,1,4,68.12816321450373
42094,44.3,42.7,7,0,0,0,0,0,0,2,4,75.62072442983481
42095,43.3,42.7,7,0,0,0,0,0,0,3,4,83.25715723366011
42096,42.3,42.7,7,0,0,0,0,0,0,4,4,91.03746162591415
42097,41.3,42.7,7,0,0,0,0,0,0,5,4,98.96163760652416
42098,40.3,42.7,7,0,0,0,0,0,0,6,4,107.0296851755702
42099,45.3,42.7,7,0,0,0,0,0,0,0,5,63.58683610978187
42100,44.3,42.7,7,0,0,0,0,0,0,1,5,71.56811462357291
42101,43.3,42.7,7,0,0,0,0,0,0,2,5,79.69326472569082
42102,42.3,42.7,7,0,0,0,0,0,0,3,5,87.96228641632479
42103,41.3,42.7,7,0,0,0,0,0,0,4,5,96.37517969534383
42104,40.3,42.7,7,0,0,0,0,0,0,5,5,104.93194456276251
42105,44.3,42.7,7,0,0,0,0,0,0,0,6,67.38710834698577
42106,43.3,42.7,7,0,0,0,0,0,0,1,6,76.0009757475782
42107,42.3,42.7,7,0,0,0,0,0,0,2,6,84.7587147365557
42108,41.3,42.7,7,0,0,0,0,0,0,3,6,93.66032531393284
42109,40.3,42.7,7,0,0,0,0,0,0,4,6,102.70580747976783
42110,43.3,42.7,7,0,0,0,0,0,0,0,7,72.18029029913305
42111,42.3,42.7,7,0,0,0,0,0,0,1,7,81.42674658651958
42112,41.3,42.7,7,0,0,0,0,0,0,2,7,90.8170744622912
42113,40.3,42.7,7,0,0,0,0,0,0,3,7,100.35127392639697
42114,42.3,42.7,7,0,0,0,0,0,0,0,8,77.96638196625281
42115,41.3,42.7,7,0,0,0,0,0,0,1,8,87.84542714041163
42116,40.3,42.7,7,0,0,0,0,0,0,2,8,97.86834390295553
42117,41.3,42.7,7,0,0,0,0,0,0,0,9,84.7453833483305
42118,40.3,42.7,7,0,0,0,0,0,0,1,9,95.25701740924706
42119,40.3,42.7,7,0,0,0,0,0,0,0,10,92.51729444530065
42120,50.2,42.8,7,0,0,0,0,0,0,0,0,59.13069036924571
42121,49.2,42.8,7,0,0,0,0,0,0,1,0,63.507736979627225
42122,48.2,42.8,7,0,0,0,0,0,0,2,0,68.02865517842292
42123,47.2,42.8,7,0,0,0,0,0,0,3,0,72.69344496570557
42124,46.2,42.8,7,0,0,0,0,0,0,4,0,77.50210634135146
42125,45.2,42.8,7,0,0,0,0,0,0,5,0,82.45463930540427
42126,44.2,42.8,7,0,0,0,0,0,0,6,0,87.55104385790764
42127,43.2,42.8,7,0,0,0,0,0,0,7,0,92.79131999875972
42128,42.2,42.8,7,0,0,0,0,0,0,8,0,98.1754677282297
42129,41.2,42.8,7,0,0,0,0,0,0,9,0,103.70348704585922
42130,40.2,42.8,7,0,0,0,0,0,0,10,0,109.37537795199023
42131,49.2,42.8,7,0,0,0,0,0,0,0,1,57.59656991013617
42132,48.2,42.8,7,0,0,0,0,0,0,1,1,62.60620540729724
42133,47.2,42.8,7,0,0,0,0,0,0,2,1,67.75971249291615
42134,46.2,42.8,7,0,0,0,0,0,0,3,1,73.05709116692015
42135,45.2,42.8,7,0,0,0,0,0,0,4,1,78.49834142938198
42136,44.2,42.8,7,0,0,0,0,0,0,5,1,84.08346328025073
42137,43.2,42.8,7,0,0,0,0,0,0,6,1,89.81245671960642
42138,42.2,42.8,7,0,0,0,0,0,0,7,1,95.6853217471944
42139,41.2,42.8,7,0,0,0,0,0,0,8,1,101.70205836335663
42140,40.2,42.8,7,0,0,0,0,0,0,9,1,107.8626665679185
42141,48.2,42.8,7,0,0,0,0,0,0,0,2,57.05535916588269
42142,47.2,42.8,7,0,0,0,0,0,0,1,2,62.69758354986698
42143,46.2,42.8,7,0,0,0,0,0,0,2,2,68.4836795223091
42144,45.2,42.8,7,0,0,0,0,0,0,3,2,74.41364708317997
42145,44.2,42.8,7,0,0,0,0,0,0,4,2,80.48748623236315
42146,43.2,42.8,7,0,0,0,0,0,0,5,2,86.70519697004056
42147,42.2,42.8,7,0,0,0,0,0,0,6,2,93.06677929610305
42148,41.2,42.8,7,0,0,0,0,0,0,7,2,99.57223321060883
42149,40.2,42.8,7,0,0,0,0,0,0,8,2,106.2215587135579
42150,47.2,42.8,7,0,0,0,0,0,0,0,3,57.50705813666718
42151,46.2,42.8,7,0,0,0,0,0,0,1,3,63.78187140746013
42152,45.2,42.8,7,0,0,0,0,0,0,2,3,70.20055626663088
42153,44.2,42.8,7,0,0,0,0,0,0,3,3,76.76311271427403
42154,43.2,42.8,7,0,0,0,0,0,0,4,3,83.46954075033136
42155,42.2,42.8,7,0,0,0,0,0,0,5,3,90.3198403747956
42156,41.2,42.8,7,0,0,0,0,0,0,6,3,97.3140115877759
42157,40.2,42.8,7,0,0,0,0,0,0,7,3,104.4520543890103
42158,46.2,42.8,7,0,0,0,0,0,0,0,4,58.9516668223514
42159,45.2,42.8,7,0,0,0,0,0,0,1,4,65.85906897995301
42160,44.2,42.8,7,0,0,0,0,0,0,2,4,72.91034272594698
42161,43.2,42.8,7,0,0,0,0,0,0,3,4,80.10548806039878
42162,42.2,42.8,7,0,0,0,0,0,0,4,4,87.44450498323567
42163,41.2,42.8,7,0,0,0,0,0,0,5,4,94.92739349452313
42164,40.2,42.8,7,0,0,0,0,0,0,6,4,102.55415359414474
42165,45.2,42.8,7,0,0,0,0,0,0,0,5,61.38918522297172
42166,44.2,42.8,7,0,0,0,0,0,0,1,5,68.92917626738927
42167,43.2,42.8,7,0,0,0,0,0,0,2,5,76.61303890016279
42168,42.2,42.8,7,0,0,0,0,0,0,3,5,84.44077312141599
42169,41.2,42.8,7,0,0,0,0,0,0,4,5,92.41237893102516
42170,40.2,42.8,7,0,0,0,0,0,0,5,5,100.52785632909217
42171,44.2,42.8,7,0,0,0,0,0,0,0,6,64.81961333859363
42172,43.2,42.8,7,0,0,0,0,0,0,1,6,72.99219326979801
42173,42.2,42.8,7,0,0,0,0,0,0,2,6,81.30864478935109
42174,41.2,42.8,7,0,0,0,0,0,0,3,6,89.7689678973984
42175,40.2,42.8,7,0,0,0,0,0,0,4,6,98.37316259385261
42176,43.2,42.8,7,0,0,0,0,0,0,0,7,69.24295116914436
42177,42.2,42.8,7,0,0,0,0,0,0,1,7,78.04811998716468
42178,41.2,42.8,7,0,0,0,0,0,0,2,7,86.99716039351915
42179,40.2,42.8,7,0,0,0,0,0,0,3,7,96.09007238837512
42180,42.2,42.8,7,0,0,0,0,0,0,0,8,74.65919871458755
42181,41.2,42.8,7,0,0,0,0,0,0,1,8,84.09695641937287
42182,40.2,42.8,7,0,0,0,0,0,0,2,8,93.67858571261604
42183,41.2,42.8,7,0,0,0,0,0,0,0,9,81.06835597501049
42184,40.2,42.8,7,0,0,0,0,0,0,1,9,91.13870256666269
42185,40.2,42.8,7,0,0,0,0,0,0,0,10,88.47042295043502
42186,50.1,42.9,7,0,0,0,0,0,0,0,0,58.80880579366931
42187,49.1,42.9,7,0,0,0,0,0,0,1,0,62.74456493471371
42188,48.1,42.9,7,0,0,0,0,0,0,2,0,66.82419566417957
42189,47.1,42.9,7,0,0,0,0,0,0,3,0,71.04769798204507
42190,46.1,42.9,7,0,0,0,0,0,0,4,0,75.4150718883393
42191,45.1,42.9,7,0,0,0,0,0,0,5,0,79.92631738304772
42192,44.1,42.9,7,0,0,0,0,0,0,6,0,84.58143446617032
42193,43.1,42.9,7,0,0,0,0,0,0,7,0,89.38042313770711
42194,42.1,42.9,7,0,0,0,0,0,0,8,0,94.32328339767992
42195,41.1,42.9,7,0,0,0,0,0,0,9,0,99.41001524605963
42196,40.1,42.9,7,0,0,0,0,0,0,10,0,104.64061868285353
42197,49.1,42.9,7,0,0,0,0,0,0,0,1,56.904841212970496
42198,48.1,42.9,7,0,0,0,0,0,0,1,1,61.473189240794454
42199,47.1,42.9,7,0,0,0,0,0,0,2,1,66.18540885701805
42200,46.1,42.9,7,0,0,0,0,0,0,3,1,71.0415000616631
42201,45.1,42.9,7,0,0,0,0,0,0,4,1,76.04146285475144
42202,44.1,42.9,7,0,0,0,0,0,0,5,1,81.18529723623942
42203,43.1,42.9,7,0,0,0,0,0,0,6,1,86.47300320622162
42204,42.1,42.9,7,0,0,0,0,0,0,7,1,91.90458076456707
42205,41.1,42.9,7,0,0,0,0,0,0,8,1,97.4800299112394
42206,40.1,42.9,7,0,0,0,0,0,0,9,1,103.19935064640595
42207,48.1,42.9,7,0,0,0,0,0,0,0,2,55.99378634714958
42208,47.1,42.9,7,0,0,0,0,0,0,1,2,61.19472326176037
42209,46.1,42.9,7,0,0,0,0,0,0,2,2,66.53953176480718
42210,45.1,42.9,7,0,0,0,0,0,0,3,2,72.02821185628272
42211,44.1,42.9,7,0,0,0,0,0,0,4,2,77.66076353617245
42212,43.1,42.9,7,0,0,0,0,0,0,5,2,83.43718680440361
42213,42.1,42.9,7,0,0,0,0,0,0,6,2,89.35748166113626
42214,41.1,42.9,7,0,0,0,0,0,0,7,2,95.42164810627582
42215,40.1,42.9,7,0,0,0,0,0,0,8,2,101.62968613990233
42216,47.1,42.9,7,0,0,0,0,0,0,0,3,56.07564119627932
42217,46.1,42.9,7,0,0,0,0,0,0,1,3,61.9091669976915
42218,45.1,42.9,7,0,0,0,0,0,0,2,3,67.88656438751786
42219,44.1,42.9,7,0,0,0,0,0,0,3,3,74.0078333657948
42220,43.1,42.9,7,0,0,0,0,0,0,4,3,80.27297393250046
42221,42.1,42.9,7,0,0,0,0,0,0,5,3,86.68198608758394
42222,41.1,42.9,7,0,0,0,0,0,0,6,3,93.23486983111798
42223,40.1,42.9,7,0,0,0,0,0,0,7,3,99.93162516294979
42224,46.1,42.9,7,0,0,0,0,0,0,0,4,57.15040576035244
42225,45.1,42.9,7,0,0,0,0,0,0,1,4,63.61652044855873
42226,44.1,42.9,7,0,0,0,0,0,0,2,4,70.22650672524469
42227,43.1,42.9,7,0,0,0,0,0,0,3,4,76.98036459025752
42228,42.1,42.9,7,0,0,0,0,0,0,4,4,83.87809404373547
42229,41.1,42.9,7,0,0,0,0,0,0,5,4,90.91969508567854
42230,40.1,42.9,7,0,0,0,0,0,0,6,4,98.10516771592665
42231,45.1,42.9,7,0,0,0,0,0,0,0,5,59.21808003936894
42232,44.1,42.9,7,0,0,0,0,0,0,1,5,66.31678361440572
42233,43.1,42.9,7,0,0,0,0,0,0,2,5,73.55935877782758
42234,42.1,42.9,7,0,0,0,0,0,0,3,5,80.94580552970001
42235,41.1,42.9,7,0,0,0,0,0,0,4,5,88.47612387000117
42236,40.1,42.9,7,0,0,0,0,0,0,5,5,96.15031379867287
42237,44.1,42.9,7,0,0,0,0,0,0,0,6,62.2786640333652
42238,43.1,42.9,7,0,0,0,0,0,0,1,6,70.00995649514516
42239,42.1,42.9,7,0,0,0,0,0,0,2,6,77.88512054539751
42240,41.1,42.9,7,0,0,0,0,0,0,3,6,85.90415618407133
42241,40.1,42.9,7,0,0,0,0,0,0,4,6,94.06706341115205
42242,43.1,42.9,7,0,0,0,0,0,0,0,7,66.33215774228302
42243,42.1,42.9,7,0,0,0,0,0,0,1,7,74.69603909090802
42244,41.1,42.9,7,0,0,0,0,0,0,2,7,83.2037920279181
42245,40.1,42.9,7,0,0,0,0,0,0,3,7,91.85541655341513
42246,42.1,42.9,7,0,0,0,0,0,0,0,8,71.37856116612238
42247,41.1,42.9,7,0,0,0,0,0,0,1,8,80.37503140153422
42248,40.1,42.9,7,0,0,0,0,0,0,2,8,89.51537322536751
42249,41.1,42.9,7,0,0,0,0,0,0,0,9,77.41787430494878
42250,40.1,42.9,7,0,0,0,0,0,0,1,9,87.0469334271911
42251,40.1,42.9,7,0,0,0,0,0,0,0,10,84.45009715869674
42252,50.0,43.0,7,0,0,0,0,0,0,0,0,58.51346692140214
42253,49.0,43.0,7,0,0,0,0,0,0,1,0,62.007938593043946
42254,48.0,43.0,7,0,0,0,0,0,0,2,0,65.64628185306356
42255,47.0,43.0,7,0,0,0,0,0,0,3,0,69.42849670159922
42256,46.0,43.0,7,0,0,0,0,0,0,4,0,73.35458313851268
42257,45.0,43.0,7,0,0,0,0,0,0,5,0,77.42454116380395
42258,44.0,43.0,7,0,0,0,0,0,0,6,0,81.63837077754579
42259,43.0,43.0,7,0,0,0,0,0,0,7,0,85.99607197973091
42260,42.0,43.0,7,0,0,0,0,0,0,8,0,90.49764477038116
42261,41.0,43.0,7,0,0,0,0,0,0,9,0,95.14308914927824
42262,49.0,43.0,7,0,0,0,0,0,0,0,1,56.239658218983095
42263,48.0,43.0,7,0,0,0,0,0,0,1,1,60.36671877744084
42264,47.0,43.0,7,0,0,0,0,0,0,2,1,64.63765092429094
42265,46.0,43.0,7,0,0,0,0,0,0,3,1,69.05245465961343
42266,45.0,43.0,7,0,0,0,0,0,0,4,1,73.61112998330645
42267,44.0,43.0,7,0,0,0,0,0,0,5,1,78.31367689547187
42268,43.0,43.0,7,0,0,0,0,0,0,6,1,83.16009539597871
42269,42.0,43.0,7,0,0,0,0,0,0,7,1,88.1503854850016
42270,41.0,43.0,7,0,0,0,0,0,0,8,1,93.28454716238775
42271,48.0,43.0,7,0,0,0,0,0,0,0,2,54.958759231551085
42272,47.0,43.0,7,0,0,0,0,0,0,1,2,59.71840867681749
42273,46.0,43.0,7,0,0,0,0,0,0,2,2,64.62192971051263
42274,45.0,43.0,7,0,0,0,0,0,0,3,2,69.66932233255648
42275,44.0,43.0,7,0,0,0,0,0,0,4,2,74.86058654307999
42276,43.0,43.0,7,0,0,0,0,0,0,5,2,80.19572234204679
42277,42.0,43.0,7,0,0,0,0,0,0,6,2,85.67472972939868
42278,41.0,43.0,7,0,0,0,0,0,0,7,2,91.2976087051502
42279,47.0,43.0,7,0,0,0,0,0,0,0,3,54.670769959062454
42280,46.0,43.0,7,0,0,0,0,0,0,1,3,60.06300829112297
42281,45.0,43.0,7,0,0,0,0,0,0,2,3,65.59911821156857
42282,44.0,43.0,7,0,0,0,0,0,0,3,3,71.27909972049383
42283,43.0,43.0,7,0,0,0,0,0,0,4,3,77.10295281778235
42284,42.0,43.0,7,0,0,0,0,0,0,5,3,83.0706775035942
42285,41.0,43.0,7,0,0,0,0,0,0,6,3,89.18227377765288
42286,46.0,43.0,7,0,0,0,0,0,0,0,4,55.37569040153903
42287,45.0,43.0,7,0,0,0,0,0,0,1,4,61.40051762038638
42288,44.0,43.0,7,0,0,0,0,0,0,2,4,67.56921642766247
42289,43.0,43.0,7,0,0,0,0,0,0,3,4,73.88178682331636
42290,42.0,43.0,7,0,0,0,0,0,0,4,4,80.33822880741354
42291,41.0,43.0,7,0,0,0,0,0,0,5,4,86.93854237999767
42292,45.0,43.0,7,0,0,0,0,0,0,0,5,57.07352055893716
42293,44.0,43.0,7,0,0,0,0,0,0,1,5,63.730936664615
42294,43.0,43.0,7,0,0,0,0,0,0,2,5,70.53222435866337
42295,42.0,43.0,7,0,0,0,0,0,0,3,5,77.47738364115503
42296,41.0,43.0,7,0,0,0,0,0,0,4,5,84.56641451206087
42297,44.0,43.0,7,0,0,0,0,0,0,0,6,59.76426043129322
42298,43.0,43.0,7,0,0,0,0,0,0,1,6,67.05426542379428
42299,42.0,43.0,7,0,0,0,0,0,0,2,6,74.48814200460765
42300,41.0,43.0,7,0,0,0,0,0,0,3,6,82.06589017389342
42301,43.0,43.0,7,0,0,0,0,0,0,0,7,63.44791001859994
42302,42.0,43.0,7,0,0,0,0,0,0,1,7,71.37050389787328
42303,41.0,43.0,7,0,0,0,0,0,0,2,7,79.4369693655608
42304,42.0,43.0,7,0,0,0,0,0,0,0,8,68.12446932083549
42305,41.0,43.0,7,0,0,0,0,0,0,1,8,76.67965208685928
42306,41.0,43.0,7,0,0,0,0,0,0,0,9,73.79393833802169
42307,49.9,43.1,7,0,0,0,0,0,0,0,0,51.12400178956159
42308,48.9,43.1,7,0,0,0,0,0,0,1,0,52.83780455130909
42309,47.9,43.1,7,0,0,0,0,0,0,2,0,54.695478901528986
42310,46.9,43.1,7,0,0,0,0,0,0,3,0,56.69702484011941
42311,45.9,43.1,7,0,0,0,0,0,0,4,0,58.84244236721133
42312,44.9,43.1,7,0,0,0,0,0,0,5,0,61.131731482659234
42313,43.9,43.1,7,0,0,0,0,0,0,6,0,63.5648921865577
42314,42.9,43.1,7,0,0,0,0,0,0,7,0,66.14192447887035
42315,41.9,43.1,7,0,0,0,0,0,0,8,0,68.86282835959719
42316,40.9,43.1,7,0,0,0,0,0,0,9,0,71.72760382873821
42317,48.9,43.1,7,0,0,0,0,0,0,0,1,47.46521238669084
42318,47.9,43.1,7,0,0,0,0,0,0,1,1,49.811604035327036
42319,46.9,43.1,7,0,0,0,0,0,0,2,1,52.30186727229011
42320,45.9,43.1,7,0,0,0,0,0,0,3,1,54.93600209777651
42321,44.9,43.1,7,0,0,0,0,0,0,4,1,57.71400851159706
42322,43.9,43.1,7,0,0,0,0,0,0,5,1,60.635886513882724
42323,42.9,43.1,7,0,0,0,0,0,0,6,1,63.701636104546196
42324,41.9,43.1,7,0,0,0,0,0,0,7,1,66.91125728369661
42325,40.9,43.1,7,0,0,0,0,0,0,8,1,70.2647500511739
42326,47.9,43.1,7,0,0,0,0,0,0,0,2,44.79933269891626
42327,46.9,43.1,7,0,0,0,0,0,0,1,2,47.778313234302914
42328,45.9,43.1,7,0,0,0,0,0,0,2,2,50.901165358118305
42329,44.9,43.1,7,0,0,0,0,0,0,3,2,54.16788907033333
42330,43.9,43.1,7,0,0,0,0,0,0,4,2,57.57848437098437
42331,42.9,43.1,7,0,0,0,0,0,0,5,2,61.13295126005687
42332,41.9,43.1,7,0,0,0,0,0,0,6,2,64.83128973752173
42333,40.9,43.1,7,0,0,0,0,0,0,7,2,68.67349980342988
42334,46.9,43.1,7,0,0,0,0,0,0,0,3,43.12636272603413
42335,45.9,43.1,7,0,0,0,0,0,0,1,3,46.737932148251275
42336,44.9,43.1,7,0,0,0,0,0,0,2,3,50.49337315883167
42337,43.9,43.1,7,0,0,0,0,0,0,3,3,54.39268575786264
42338,42.9,43.1,7,0,0,0,0,0,0,4,3,58.43586994528596
42339,41.9,43.1,7,0,0,0,0,0,0,5,3,62.622925721196225
42340,40.9,43.1,7,0,0,0,0,0,0,6,3,66.95385308544064
42341,45.9,43.1,7,0,0,0,0,0,0,0,4,42.44630246808083
42342,44.9,43.1,7,0,0,0,0,0,0,1,4,46.69046077708481
42343,43.9,43.1,7,0,0,0,0,0,0,2,4,51.07849067448842
42344,42.9,43.1,7,0,0,0,0,0,0,3,4,55.610392160313495
42345,41.9,43.1,7,0,0,0,0,0,0,4,4,60.286165234552755
42346,40.9,43.1,7,0,0,0,0,0,0,5,4,65.10580989724986
42347,44.9,43.1,7,0,0,0,0,0,0,0,5,42.75915192512912
42348,43.9,43.1,7,0,0,0,0,0,0,1,5,47.635899120876275
42349,42.9,43.1,7,0,0,0,0,0,0,2,5,52.65651790508127
42350,41.9,43.1,7,0,0,0,0,0,0,3,5,57.82100827772956
42351,40.9,43.1,7,0,0,0,0,0,0,4,5,63.12937023882114
42352,43.9,43.1,7,0,0,0,0,0,0,0,6,44.064911097084405
42353,42.9,43.1,7,0,0,0,0,0,0,1,6,49.57424717966205
42354,41.9,43.1,7,0,0,0,0,0,0,2,6,55.22745485067571
42355,40.9,43.1,7,0,0,0,0,0,0,3,6,61.02453411006718
42356,42.9,43.1,7,0,0,0,0,0,0,0,7,46.36357998395761
42357,41.9,43.1,7,0,0,0,0,0,0,1,7,52.50550495336938
42358,40.9,43.1,7,0,0,0,0,0,0,2,7,58.79130151118443
42359,41.9,43.1,7,0,0,0,0,0,0,0,8,49.655158585832396
42360,40.9,43.1,7,0,0,0,0,0,0,1,8,56.429672442034644
42361,40.9,43.1,7,0,0,0,0,0,0,0,9,53.939646902617824
42362,49.8,43.2,7,0,0,0,0,0,0,0,0,44.07705962743785
42363,48.8,43.2,7,0,0,0,0,0,0,1,0,44.01019347936381
42364,47.8,43.2,7,0,0,0,0,0,0,2,0,44.087198919696675
42365,46.8,43.2,7,0,0,0,0,0,0,3,0,44.308075948487385
42366,45.8,43.2,7,0,0,0,0,0,0,4,0,44.67282456566318
42367,44.8,43.2,7,0,0,0,0,0,0,5,0,45.181444771304086
42368,43.8,43.2,7,0,0,0,0,0,0,6,0,45.83393656533008
42369,42.8,43.2,7,0,0,0,0,0,0,7,0,46.630299947748426
42370,41.8,43.2,7,0,0,0,0,0,0,8,0,47.570534918646445
42371,40.8,43.2,7,0,0,0,0,0,0,9,0,48.65464147790044
42372,48.8,43.2,7,0,0,0,0,0,0,0,1,39.03328952424636
42373,47.8,43.2,7,0,0,0,0,0,0,1,1,39.59901226301008
42374,46.8,43.2,7,0,0,0,0,0,0,2,1,40.308606590129784
42375,45.8,43.2,7,0,0,0,0,0,0,3,1,41.16207250570733
42376,44.8,43.2,7,0,0,0,0,0,0,4,1,42.159410009742714
42377,43.8,43.2,7,0,0,0,0,0,0,5,1,43.300619102104974
42378,42.8,43.2,7,0,0,0,0,0,0,6,1,44.5856997829178
42379,41.8,43.2,7,0,0,0,0,0,0,7,1,46.01465205227578
42380,40.8,43.2,7,0,0,0,0,0,0,8,1,47.58747590988787
42381,47.8,43.2,7,0,0,0,0,0,0,0,2,34.98242913602735
42382,46.8,43.2,7,0,0,0,0,0,0,1,2,36.18074076157063
42383,45.8,43.2,7,0,0,0,0,0,0,2,2,37.5229239755281
42384,44.8,43.2,7,0,0,0,0,0,0,3,2,39.008978777899756
42385,43.8,43.2,7,0,0,0,0,0,0,4,2,40.638905168707424
42386,42.8,43.2,7,0,0,0,0,0,0,5,2,42.4127031478929
42387,41.8,43.2,7,0,0,0,0,0,0,6,2,44.33037271555804
42388,40.8,43.2,7,0,0,0,0,0,0,7,2,46.39191387161554
42389,46.8,43.2,7,0,0,0,0,0,0,0,3,31.92447846277355
42390,45.8,43.2,7,0,0,0,0,0,0,1,3,33.755378975089116
42391,44.8,43.2,7,0,0,0,0,0,0,2,3,35.73015107586252
42392,43.8,43.2,7,0,0,0,0,0,0,3,3,37.848794765035564
42393,42.8,43.2,7,0,0,0,0,0,0,4,3,40.11131004258641
42394,41.8,43.2,7,0,0,0,0,0,0,5,3,42.517696908602375
42395,40.8,43.2,7,0,0,0,0,0,0,6,3,45.06795536306163
42396,45.8,43.2,7,0,0,0,0,0,0,0,4,29.859437504434027
42397,44.8,43.2,7,0,0,0,0,0,0,1,4,32.322926903558255
42398,43.8,43.2,7,0,0,0,0,0,0,2,4,34.93028789113305
42399,42.8,43.2,7,0,0,0,0,0,0,3,4,37.68152046707837
42400,41.8,43.2,7,0,0,0,0,0,0,4,4,40.576624631481536
42401,40.8,43.2,7,0,0,0,0,0,0,5,4,43.61560038430616
42402,44.8,43.2,7,0,0,0,0,0,0,0,5,28.787306261074264
42403,43.8,43.2,7,0,0,0,0,0,0,1,5,31.883384547007154
42404,42.8,43.2,7,0,0,0,0,0,0,2,5,35.12333442133968
42405,41.8,43.2,7,0,0,0,0,0,0,3,5,38.50715588411549
42406,40.8,43.2,7,0,0,0,0,0,0,4,5,42.034848935298214
42407,43.8,43.2,7,0,0,0,0,0,0,0,6,28.708084732650605
42408,42.8,43.2,7,0,0,0,0,0,0,1,6,32.43675190539216
42409,41.8,43.2,7,0,0,0,0,0,0,2,6,36.30929066651515
42410,40.8,43.2,7,0,0,0,0,0,0,3,6,40.32570101604506
42411,42.8,43.2,7,0,0,0,0,0,0,0,7,29.621772919148498
42412,41.8,43.2,7,0,0,0,0,0,0,1,7,33.98302897866233
42413,40.8,43.2,7,0,0,0,0,0,0,2,7,38.48815662663401
42414,41.8,43.2,7,0,0,0,0,0,0,0,8,31.5283708206116
42415,40.8,43.2,7,0,0,0,0,0,0,1,8,36.52221576695956
42416,40.8,43.2,7,0,0,0,0,0,0,0,9,34.42787843701808
42417,49.7,43.3,7,0,0,0,0,0,0,0,0,37.37264043506002
