,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf,hp
5218,29.2,44.8,6,0,0,0,0,0,0,3,17,-75.5186331674995
5219,31.2,44.8,6,0,0,0,0,0,0,0,18,-73.3696044975004
5220,30.2,44.8,6,0,0,0,0,0,0,1,18,-72.29117632087218
5221,29.2,44.8,6,0,0,0,0,0,0,2,18,-71.0688765557934
5222,30.2,44.8,6,0,0,0,0,0,0,0,19,-68.45853347778757
5223,29.2,44.8,6,0,0,0,0,0,0,1,19,-66.74751641450348
5224,29.2,44.8,6,0,0,0,0,0,0,0,20,-62.55455274331689
5225,39.1,44.9,6,0,0,0,0,0,0,10,0,-111.18860677198973
5226,38.1,44.9,6,0,0,0,0,0,0,11,0,-121.83873158344795
5227,37.1,44.9,6,0,0,0,0,0,0,12,0,-132.3449848064738
5228,36.1,44.9,6,0,0,0,0,0,0,13,0,-142.70736644111093
5229,35.1,44.9,6,0,0,0,0,0,0,14,0,-152.9258764872975
5230,34.1,44.9,6,0,0,0,0,0,0,15,0,-163.00051494508807
5231,33.1,44.9,6,0,0,0,0,0,0,16,0,-172.931281814439
5232,32.1,44.9,6,0,0,0,0,0,0,17,0,-182.71817709533207
5233,31.1,44.9,6,0,0,0,0,0,0,18,0,-192.36120078794193
5234,30.1,44.9,6,0,0,0,0,0,0,19,0,-201.86035289191932
5235,29.1,44.9,6,0,0,0,0,0,0,20,0,-211.21563340783177
5236,39.1,44.9,6,0,0,0,0,0,0,9,1,-109.04759494071186
5237,38.1,44.9,6,0,0,0,0,0,0,10,1,-119.20900245379016
5238,37.1,44.9,6,0,0,0,0,0,0,11,1,-129.22653837845792
5239,36.1,44.9,6,0,0,0,0,0,0,12,1,-139.10020271470785
5240,35.1,44.9,6,0,0,0,0,0,0,13,1,-148.82999546252904
5241,34.1,44.9,6,0,0,0,0,0,0,14,1,-158.41591662189603
5242,33.1,44.9,6,0,0,0,0,0,0,15,1,-167.85796619288158
5243,32.1,44.9,6,0,0,0,0,0,0,16,1,-177.15614417551842
5244,31.1,44.9,6,0,0,0,0,0,0,17,1,-186.3104505696101
5245,30.1,44.9,6,0,0,0,0,0,0,18,1,-195.32088537533127
5246,29.1,44.9,6,0,0,0,0,0,0,19,1,-204.18744859276921
5247,39.1,44.9,6,0,0,0,0,0,0,8,2,-107.03497957968284
5248,38.1,44.9,6,0,0,0,0,0,0,9,2,-116.70766979438486
5249,37.1,44.9,6,0,0,0,0,0,0,10,2,-126.23648842065813
5250,36.1,44.9,6,0,0,0,0,0,0,11,2,-135.6214354585245
5251,35.1,44.9,6,0,0,0,0,0,0,12,2,-144.86251090793303
5252,34.1,44.9,6,0,0,0,0,0,0,13,2,-153.95971476894556
5253,33.1,44.9,6,0,0,0,0,0,0,14,2,-162.9130470415621
5254,32.1,44.9,6,0,0,0,0,0,0,15,2,-171.7225077257899
5255,31.1,44.9,6,0,0,0,0,0,0,16,2,-180.38809682145074
5256,30.1,44.9,6,0,0,0,0,0,0,17,2,-188.90981432885746
5257,29.1,44.9,6,0,0,0,0,0,0,18,2,-197.28766024783545
5258,39.1,44.9,6,0,0,0,0,0,0,7,3,-105.1507606888772
5259,38.1,44.9,6,0,0,0,0,0,0,8,3,-114.33473360521748
5260,37.1,44.9,6,0,0,0,0,0,0,9,3,-123.3748349331072
5261,36.1,44.9,6,0,0,0,0,0,0,10,3,-132.2710646725791
5262,35.1,44.9,6,0,0,0,0,0,0,11,3,-141.0234228236477
5263,34.1,44.9,6,0,0,0,0,0,0,12,3,-149.63190938622938
5264,33.1,44.9,6,0,0,0,0,0,0,13,3,-158.09652436044416
5265,32.1,44.9,6,0,0,0,0,0,0,14,3,-166.41726774635754
5266,31.1,44.9,6,0,0,0,0,0,0,15,3,-174.5941395435657
5267,30.1,44.9,6,0,0,0,0,0,0,16,3,-182.62713975270162
5268,29.1,44.9,6,0,0,0,0,0,0,17,3,-190.516268373176
5269,39.1,44.9,6,0,0,0,0,0,0,6,4,-103.39493826833132
5270,38.1,44.9,6,0,0,0,0,0,0,7,4,-112.09019388626984
5271,37.1,44.9,6,0,0,0,0,0,0,8,4,-120.64157791578327
5272,36.1,44.9,6,0,0,0,0,0,0,9,4,-129.04909035686433
5273,35.1,44.9,6,0,0,0,0,0,0,10,4,-137.31273120952756
5274,34.1,44.9,6,0,0,0,0,0,0,11,4,-145.4325004738239
5275,33.1,44.9,6,0,0,0,0,0,0,12,4,-153.40839814968786
5276,32.1,44.9,6,0,0,0,0,0,0,13,4,-161.2404242370976
5277,31.1,44.9,6,0,0,0,0,0,0,14,4,-168.92857873597677
5278,30.1,44.9,6,0,0,0,0,0,0,15,4,-176.4728616468201
5279,29.1,44.9,6,0,0,0,0,0,0,16,4,-183.8732729688927
5280,39.1,44.9,6,0,0,0,0,0,0,5,5,-101.76751231798335
5281,38.1,44.9,6,0,0,0,0,0,0,6,5,-109.97405063754195
5282,37.1,44.9,6,0,0,0,0,0,0,7,5,-118.03671736868637
5283,36.1,44.9,6,0,0,0,0,0,0,8,5,-125.95551251140569
5284,35.1,44.9,6,0,0,0,0,0,0,9,5,-133.73043606574356
5285,34.1,44.9,6,0,0,0,0,0,0,10,5,-141.36148803160904
5286,33.1,44.9,6,0,0,0,0,0,0,11,5,-148.84866840905306
5287,32.1,44.9,6,0,0,0,0,0,0,12,5,-156.19197719804652
5288,31.1,44.9,6,0,0,0,0,0,0,13,5,-163.39141439866944
5289,30.1,44.9,6,0,0,0,0,0,0,14,5,-170.4469800109291
5290,29.1,44.9,6,0,0,0,0,0,0,15,5,-177.3586740347091
5291,39.1,44.9,6,0,0,0,0,0,0,4,6,-100.26848283788422
5292,38.1,44.9,6,0,0,0,0,0,0,5,6,-107.98630385905926
5293,37.1,44.9,6,0,0,0,0,0,0,6,6,-115.5602532918274
5294,36.1,44.9,6,0,0,0,0,0,0,7,6,-122.99033113617224
5295,35.1,44.9,6,0,0,0,0,0,0,8,6,-130.27653739212474
5296,34.1,44.9,6,0,0,0,0,0,0,9,6,-137.41887205960666
5297,33.1,44.9,6,0,0,0,0,0,0,10,6,-144.41733513868166
5298,32.1,44.9,6,0,0,0,0,0,0,11,6,-151.27192662929883
5299,31.1,44.9,6,0,0,0,0,0,0,12,6,-157.98264653156366
5300,30.1,44.9,6,0,0,0,0,0,0,13,6,-164.54949484539247
5301,29.1,44.9,6,0,0,0,0,0,0,14,6,-170.97247157058155
5302,39.1,44.9,6,0,0,0,0,0,0,3,7,-98.89784982802303
5303,38.1,44.9,6,0,0,0,0,0,0,4,7,-106.12695355081814
5304,37.1,44.9,6,0,0,0,0,0,0,5,7,-113.21218568520635
5305,36.1,44.9,6,0,0,0,0,0,0,6,7,-120.153546231164
5306,35.1,44.9,6,0,0,0,0,0,0,7,7,-126.95103518870019
5307,34.1,44.9,6,0,0,0,0,0,0,8,7,-133.6046525578422
5308,33.1,44.9,6,0,0,0,0,0,0,9,7,-140.11439833855547
5309,32.1,44.9,6,0,0,0,0,0,0,10,7,-146.4802725307709
5310,31.1,44.9,6,0,0,0,0,0,0,11,7,-152.70227513471036
5311,30.1,44.9,6,0,0,0,0,0,0,12,7,-158.7804061502393
5312,29.1,44.9,6,0,0,0,0,0,0,13,7,-164.71466557710664
5313,39.1,44.9,6,0,0,0,0,0,0,2,8,-97.65561328835975
5314,38.1,44.9,6,0,0,0,0,0,0,3,8,-104.39599971278221
5315,37.1,44.9,6,0,0,0,0,0,0,4,8,-110.99251454880141
5316,36.1,44.9,6,0,0,0,0,0,0,5,8,-117.44515779636822
5317,35.1,44.9,6,0,0,0,0,0,0,6,8,-123.7539294555445
5318,34.1,44.9,6,0,0,0,0,0,0,7,8,-129.91882952630658
5319,33.1,44.9,6,0,0,0,0,0,0,8,8,-135.93985800855808
5320,32.1,44.9,6,0,0,0,0,0,0,9,8,-141.81701490248452
5321,31.1,44.9,6,0,0,0,0,0,0,10,8,-147.55030020794948
5322,30.1,44.9,6,0,0,0,0,0,0,11,8,-153.1397139250039
5323,29.1,44.9,6,0,0,0,0,0,0,12,8,-158.58525605363684
5324,39.1,44.9,6,0,0,0,0,0,0,1,9,-96.54177321898533
5325,38.1,44.9,6,0,0,0,0,0,0,2,9,-102.79344234500604
5326,37.1,44.9,6,0,0,0,0,0,0,3,9,-108.90123988263076
5327,36.1,44.9,6,0,0,0,0,0,0,4,9,-114.86516583185403
5328,35.1,44.9,6,0,0,0,0,0,0,5,9,-120.68522019260854
5329,34.1,44.9,6,0,0,0,0,0,0,6,9,-126.36140296500707
5330,33.1,44.9,6,0,0,0,0,0,0,7,9,-131.8937141488932
5331,32.1,44.9,6,0,0,0,0,0,0,8,9,-137.28215374442516
5332,31.1,44.9,6,0,0,0,0,0,0,9,9,-142.52672175157932
5333,30.1,44.9,6,0,0,0,0,0,0,10,9,-147.62741817011556
5334,29.1,44.9,6,0,0,0,0,0,0,11,9,-152.58424300050683
5335,39.1,44.9,6,0,0,0,0,0,0,0,10,-95.556329619787
5336,38.1,44.9,6,0,0,0,0,0,0,1,10,-101.31928144745325
5337,37.1,44.9,6,0,0,0,0,0,0,2,10,-106.93836168667622
5338,36.1,44.9,6,0,0,0,0,0,0,3,10,-112.4135703375141
5339,35.1,44.9,6,0,0,0,0,0,0,4,10,-117.74490739991415
5340,34.1,44.9,6,0,0,0,0,0,0,5,10,-122.93237287387092
5341,33.1,44.9,6,0,0,0,0,0,0,6,10,-127.97596675944806
5342,32.1,44.9,6,0,0,0,0,0,0,7,10,-132.87568905663647
5343,31.1,44.9,6,0,0,0,0,0,0,8,10,-137.6315397653707
5344,30.1,44.9,6,0,0,0,0,0,0,9,10,-142.24351888564706
5345,29.1,44.9,6,0,0,0,0,0,0,10,10,-146.7116264176002
5346,38.1,44.9,6,0,0,0,0,0,0,0,11,-99.97351702013111
5347,37.1,44.9,6,0,0,0,0,0,0,1,11,-105.10387996097779
5348,36.1,44.9,6,0,0,0,0,0,0,2,11,-110.09037131343575
5349,35.1,44.9,6,0,0,0,0,0,0,3,11,-114.9329910774486
5350,34.1,44.9,6,0,0,0,0,0,0,4,11,-119.63173925303818
5351,33.1,44.9,6,0,0,0,0,0,0,5,11,-124.18661584025722
5352,32.1,44.9,6,0,0,0,0,0,0,6,11,-128.5976208390275
5353,31.1,44.9,6,0,0,0,0,0,0,7,11,-132.8647542494109
5354,30.1,44.9,6,0,0,0,0,0,0,8,11,-136.988016071351
5355,29.1,44.9,6,0,0,0,0,0,0,9,11,-140.96740630482236
5356,37.1,44.9,6,0,0,0,0,0,0,0,12,-103.39779470552457
5357,36.1,44.9,6,0,0,0,0,0,0,1,12,-107.89556875957533
5358,35.1,44.9,6,0,0,0,0,0,0,2,12,-112.24947122523736
5359,34.1,44.9,6,0,0,0,0,0,0,3,12,-116.45950210245428
5360,33.1,44.9,6,0,0,0,0,0,0,4,12,-120.52566139130431
5361,32.1,44.9,6,0,0,0,0,0,0,5,12,-124.44794909167467
5362,31.1,44.9,6,0,0,0,0,0,0,6,12,-128.22636520360538
5363,30.1,44.9,6,0,0,0,0,0,0,7,12,-131.86090972720558
5364,29.1,44.9,6,0,0,0,0,0,0,8,12,-135.35158266233339
5365,36.1,44.9,6,0,0,0,0,0,0,0,13,-105.82916267598739
5366,35.1,44.9,6,0,0,0,0,0,0,1,13,-109.69434784323494
5367,34.1,44.9,6,0,0,0,0,0,0,2,13,-113.41566142210468
5368,33.1,44.9,6,0,0,0,0,0,0,3,13,-116.99310341252203
5369,32.1,44.9,6,0,0,0,0,0,0,4,13,-120.42667381452156
5370,31.1,44.9,6,0,0,0,0,0,0,5,13,-123.71637262808144
5371,30.1,44.9,6,0,0,0,0,0,0,6,13,-126.86219985330172
5372,29.1,44.9,6,0,0,0,0,0,0,7,13,-129.8641554900678
5373,35.1,44.9,6,0,0,0,0,0,0,0,14,-107.2676209314759
5374,34.1,44.9,6,0,0,0,0,0,0,1,14,-110.50021721193298
5375,33.1,44.9,6,0,0,0,0,0,0,2,14,-113.5889419039795
5376,32.1,44.9,6,0,0,0,0,0,0,3,14,-116.53379500754636
5377,31.1,44.9,6,0,0,0,0,0,0,4,14,-119.33477652287547
5378,30.1,44.9,6,0,0,0,0,0,0,5,14,-121.99188644961032
5379,29.1,44.9,6,0,0,0,0,0,0,6,14,-124.50512478797464
5380,34.1,44.9,6,0,0,0,0,0,0,0,15,-107.71316947201376
5381,33.1,44.9,6,0,0,0,0,0,0,1,15,-110.31317686570219
5382,32.1,44.9,6,0,0,0,0,0,0,2,15,-112.7693126709164
5383,31.1,44.9,6,0,0,0,0,0,0,3,15,-115.08157688776191
5384,30.1,44.9,6,0,0,0,0,0,0,4,15,-117.24996951616777
5385,29.1,44.9,6,0,0,0,0,0,0,5,15,-119.27449055604666
5386,33.1,44.9,6,0,0,0,0,0,0,0,16,-107.16580829767736
5387,32.1,44.9,6,0,0,0,0,0,0,1,16,-109.13322680446072
5388,31.1,44.9,6,0,0,0,0,0,0,2,16,-110.95677372290811
5389,30.1,44.9,6,0,0,0,0,0,0,3,16,-112.63644905301771
5390,29.1,44.9,6,0,0,0,0,0,0,4,16,-114.17225279458944
5391,32.1,44.9,6,0,0,0,0,0,0,0,17,-105.6255374082848
5392,31.1,44.9,6,0,0,0,0,0,0,1,17,-106.96036702836318
5393,30.1,44.9,6,0,0,0,0,0,0,2,17,-108.151325060011
5394,29.1,44.9,6,0,0,0,0,0,0,3,17,-109.19841150323191
5395,31.1,44.9,6,0,0,0,0,0,0,0,18,-103.0923568040489
5396,30.1,44.9,6,0,0,0,0,0,0,1,18,-103.79459753722767
5397,29.1,44.9,6,0,0,0,0,0,0,2,18,-104.3529666820832
5398,30.1,44.9,6,0,0,0,0,0,0,0,19,-99.56626648475503
5399,29.1,44.9,6,0,0,0,0,0,0,1,19,-99.63591833128885
5400,29.1,44.9,6,0,0,0,0,0,0,0,20,-95.04726645063056
5401,40.0,45.0,6,0,0,0,0,0,0,9,0,-120.87120729054004
5402,39.0,45.0,6,0,0,0,0,0,0,10,0,-133.44587260030312
5403,38.0,45.0,6,0,0,0,0,0,0,11,0,-145.87666632163018
5404,37.0,45.0,6,0,0,0,0,0,0,12,0,-158.16358845449577
5405,36.0,45.0,6,0,0,0,0,0,0,13,0,-170.30663899897263
5406,35.0,45.0,6,0,0,0,0,0,0,14,0,-182.30581795504622
5407,34.0,45.0,6,0,0,0,0,0,0,15,0,-194.16112532268016
5408,33.0,45.0,6,0,0,0,0,0,0,16,0,-205.87256110187445
5409,32.0,45.0,6,0,0,0,0,0,0,17,0,-217.44012529264728
5410,31.0,45.0,6,0,0,0,0,0,0,18,0,-228.86381789503503
5411,30.0,45.0,6,0,0,0,0,0,0,19,0,-240.1436389090086
5412,29.0,45.0,6,0,0,0,0,0,0,20,0,-251.27958833456796
5413,40.0,45.0,6,0,0,0,0,0,0,8,1,-118.82322454822133
5414,39.0,45.0,6,0,0,0,0,0,0,9,1,-130.90917255953536
5415,38.0,45.0,6,0,0,0,0,0,0,10,1,-142.8512489824825
5416,37.0,45.0,6,0,0,0,0,0,0,11,1,-154.6494538170009
5417,36.0,45.0,6,0,0,0,0,0,0,12,1,-166.30378706307965
5418,35.0,45.0,6,0,0,0,0,0,0,13,1,-177.81424872082061
5419,34.0,45.0,6,0,0,0,0,0,0,14,1,-189.18083879003825
5420,33.0,45.0,6,0,0,0,0,0,0,15,1,-200.403557270889
5421,32.0,45.0,6,0,0,0,0,0,0,16,1,-211.4824041631873
5422,31.0,45.0,6,0,0,0,0,0,0,17,1,-222.41737946719513
5423,30.0,45.0,6,0,0,0,0,0,0,18,1,-233.20848318291246
5424,29.0,45.0,6,0,0,0,0,0,0,19,1,-243.85571531008463
5425,40.0,45.0,6,0,0,0,0,0,0,7,2,-116.90363827606052
5426,39.0,45.0,6,0,0,0,0,0,0,8,2,-128.50086898903464
5427,38.0,45.0,6,0,0,0,0,0,0,9,2,-139.9542281136055
5428,37.0,45.0,6,0,0,0,0,0,0,10,2,-151.26371564974397
5429,36.0,45.0,6,0,0,0,0,0,0,11,2,-162.4293315974901
5430,35.0,45.0,6,0,0,0,0,0,0,12,2,-173.451075956782
5431,34.0,45.0,6,0,0,0,0,0,0,13,2,-184.32894872764518
5432,33.0,45.0,6,0,0,0,0,0,0,14,2,-195.06294991013783
5433,32.0,45.0,6,0,0,0,0,0,0,15,2,-205.65307950415445
5434,31.0,45.0,6,0,0,0,0,0,0,16,2,-216.09933750983328
5435,30.0,45.0,6,0,0,0,0,0,0,17,2,-226.40172392700333
5436,29.0,45.0,6,0,0,0,0,0,0,18,2,-236.560238755701
5437,40.0,45.0,6,0,0,0,0,0,0,6,3,-115.11244847415946
5438,39.0,45.0,6,0,0,0,0,0,0,7,3,-126.22096188877913
5439,38.0,45.0,6,0,0,0,0,0,0,8,3,-137.18560371497733
5440,37.0,45.0,6,0,0,0,0,0,0,9,3,-148.0063739527286
5441,36.0,45.0,6,0,0,0,0,0,0,10,3,-158.68327260204387
5442,35.0,45.0,6,0,0,0,0,0,0,11,3,-169.21629966294495
5443,34.0,45.0,6,0,0,0,0,0,0,12,3,-179.60545513546822
5444,33.0,45.0,6,0,0,0,0,0,0,13,3,-189.85073901951546
5445,32.0,45.0,6,0,0,0,0,0,0,14,3,-199.95215131517762
5446,31.0,45.0,6,0,0,0,0,0,0,15,3,-209.90969202254928
5447,30.0,45.0,6,0,0,0,0,0,0,16,3,-219.7233611411939
5448,29.0,45.0,6,0,0,0,0,0,0,17,3,-229.39315867170808
5449,40.0,45.0,6,0,0,0,0,0,0,5,4,-113.44965514250362
5450,39.0,45.0,6,0,0,0,0,0,0,6,4,-124.0694512587288
5451,38.0,45.0,6,0,0,0,0,0,0,7,4,-134.5453757865289
5452,37.0,45.0,6,0,0,0,0,0,0,8,4,-144.87742872591843
5453,36.0,45.0,6,0,0,0,0,0,0,9,4,-155.06561007688288
5454,35.0,45.0,6,0,0,0,0,0,0,10,4,-165.1099198394295
5455,34.0,45.0,6,0,0,0,0,0,0,11,4,-175.0103580135692
5456,33.0,45.0,6,0,0,0,0,0,0,12,4,-184.7669245992547
5457,32.0,45.0,6,0,0,0,0,0,0,13,4,-194.3796195965333
5458,31.0,45.0,6,0,0,0,0,0,0,14,4,-203.84844300537225
5459,30.0,45.0,6,0,0,0,0,0,0,15,4,-213.17339482587704
5460,29.0,45.0,6,0,0,0,0,0,0,16,4,-222.3544750578585
5461,40.0,45.0,6,0,0,0,0,0,0,4,5,-111.91525828112208
5462,39.0,45.0,6,0,0,0,0,0,0,5,5,-122.04633709896007
5463,38.0,45.0,6,0,0,0,0,0,0,6,5,-132.03354432834385
5464,37.0,45.0,6,0,0,0,0,0,0,7,5,-141.87687996936074
5465,36.0,45.0,6,0,0,0,0,0,0,8,5,-151.57634402195072
5466,35.0,45.0,6,0,0,0,0,0,0,9,5,-161.1319364861265
5467,34.0,45.0,6,0,0,0,0,0,0,10,5,-170.54365736188265
5468,33.0,45.0,6,0,0,0,0,0,0,11,5,-179.8115066491264
5469,32.0,45.0,6,0,0,0,0,0,0,12,5,-188.93548434811237
5470,31.0,45.0,6,0,0,0,0,0,0,13,5,-197.91559045851318
5471,30.0,45.0,6,0,0,0,0,0,0,14,5,-206.75182498067443
5472,29.0,45.0,6,0,0,0,0,0,0,15,5,-215.44418791434873
5473,40.0,45.0,6,0,0,0,0,0,0,3,6,-110.50925788992754
5474,39.0,45.0,6,0,0,0,0,0,0,4,6,-120.15161940937469
5475,38.0,45.0,6,0,0,0,0,0,0,5,6,-129.65010934041857
5476,37.0,45.0,6,0,0,0,0,0,0,6,6,-139.00472768303734
5477,36.0,45.0,6,0,0,0,0,0,0,7,6,-148.21547443723284
5478,35.0,45.0,6,0,0,0,0,0,0,8,6,-157.2823496030178
5479,34.0,45.0,6,0,0,0,0,0,0,9,6,-166.2053531803831
5480,33.0,45.0,6,0,0,0,0,0,0,10,6,-174.9844851692942
5481,32.0,45.0,6,0,0,0,0,0,0,11,6,-183.61974556986752
5482,31.0,45.0,6,0,0,0,0,0,0,12,6,-192.11113438192842
5483,30.0,45.0,6,0,0,0,0,0,0,13,6,-200.45865160557878
5484,29.0,45.0,6,0,0,0,0,0,0,14,6,-208.66229724078585
5485,40.0,45.0,6,0,0,0,0,0,0,2,7,-109.2316539689491
5486,39.0,45.0,6,0,0,0,0,0,0,3,7,-118.38529819003816
5487,38.0,45.0,6,0,0,0,0,0,0,4,7,-127.39507082270211
5488,37.0,45.0,6,0,0,0,0,0,0,5,7,-136.26097186694096
5489,36.0,45.0,6,0,0,0,0,0,0,6,7,-144.98300132276745
5490,35.0,45.0,6,0,0,0,0,0,0,7,7,-153.5611591902216
5491,34.0,45.0,6,0,0,0,0,0,0,8,7,-161.99544546913785
5492,33.0,45.0,6,0,0,0,0,0,0,9,7,-170.2858601597327
5493,32.0,45.0,6,0,0,0,0,0,0,10,7,-178.4324032618024
5494,31.0,45.0,6,0,0,0,0,0,0,11,7,-186.4350747756871
5495,30.0,45.0,6,0,0,0,0,0,0,12,7,-194.29387470089569
5496,29.0,45.0,6,0,0,0,0,0,0,13,7,-202.00880303776648
5497,40.0,45.0,6,0,0,0,0,0,0,1,8,-108.08244651822315
5498,39.0,45.0,6,0,0,0,0,0,0,2,8,-116.74737344092864
5499,38.0,45.0,6,0,0,0,0,0,0,3,8,-125.26842877521267
5500,37.0,45.0,6,0,0,0,0,0,0,4,8,-133.6456125210825
5501,36.0,45.0,6,0,0,0,0,0,0,5,8,-141.87892467852362
5502,35.0,45.0,6,0,0,0,0,0,0,6,8,-149.9683652475651
5503,34.0,45.0,6,0,0,0,0,0,0,7,8,-157.91393422819056
5504,33.0,45.0,6,0,0,0,0,0,0,8,8,-165.71563162033453
5505,32.0,45.0,6,0,0,0,0,0,0,9,8,-173.3734574241098
5506,31.0,45.0,6,0,0,0,0,0,0,10,8,-180.88741163935993
5507,30.0,45.0,6,0,0,0,0,0,0,11,8,-188.2574942663705
5508,29.0,45.0,6,0,0,0,0,0,0,12,8,-195.4837053049414
5509,40.0,45.0,6,0,0,0,0,0,0,0,9,-107.06163553772058
5510,39.0,45.0,6,0,0,0,0,0,0,1,9,-115.23784516204614
5511,38.0,45.0,6,0,0,0,0,0,0,2,9,-123.27018319795025
5512,37.0,45.0,6,0,0,0,0,0,0,3,9,-131.15864964545835
5513,36.0,45.0,6,0,0,0,0,0,0,4,9,-138.90324450451226
5514,35.0,45.0,6,0,0,0,0,0,0,5,9,-146.50396777513743
5515,34.0,45.0,6,0,0,0,0,0,0,6,9,-153.96081945739024
5516,33.0,45.0,6,0,0,0,0,0,0,7,9,-161.2737995511634
5517,32.0,45.0,6,0,0,0,0,0,0,8,9,-168.44290805654236
5518,31.0,45.0,6,0,0,0,0,0,0,9,9,-175.46814497350715
5519,30.0,45.0,6,0,0,0,0,0,0,10,9,-182.34951030204684
5520,29.0,45.0,6,0,0,0,0,0,0,11,9,-189.08700404225965
5521,39.0,45.0,6,0,0,0,0,0,0,0,10,-113.85671335341613
5522,38.0,45.0,6,0,0,0,0,0,0,1,10,-121.40033409093303
5523,37.0,45.0,6,0,0,0,0,0,0,2,10,-128.80008324003938
5524,36.0,45.0,6,0,0,0,0,0,0,3,10,-136.05596080071155
5525,35.0,45.0,6,0,0,0,0,0,0,4,10,-143.16796677300044
5526,34.0,45.0,6,0,0,0,0,0,0,5,10,-150.1361011568497
5527,33.0,45.0,6,0,0,0,0,0,0,6,10,-156.96036395225747
5528,32.0,45.0,6,0,0,0,0,0,0,7,10,-163.64075515922923
5529,31.0,45.0,6,0,0,0,0,0,0,8,10,-170.1772747778814
5530,30.0,45.0,6,0,0,0,0,0,0,9,10,-176.56992280803024
5531,29.0,45.0,6,0,0,0,0,0,0,10,10,-182.8186992498886
5532,38.0,45.0,6,0,0,0,0,0,0,0,11,-119.6588814541501
5533,37.0,45.0,6,0,0,0,0,0,0,1,11,-126.56991330488381
5534,36.0,45.0,6,0,0,0,0,0,0,2,11,-133.3370735671797
5535,35.0,45.0,6,0,0,0,0,0,0,3,11,-139.96036224106683
5536,34.0,45.0,6,0,0,0,0,0,0,4,11,-146.43977932652524
5537,33.0,45.0,6,0,0,0,0,0,0,5,11,-152.775324823564
5538,32.0,45.0,6,0,0,0,0,0,0,6,11,-158.96699873215584
5539,31.0,45.0,6,0,0,0,0,0,0,7,11,-165.01480105246446
5540,30.0,45.0,6,0,0,0,0,0,0,8,11,-170.91873178420792
5541,29.0,45.0,6,0,0,0,0,0,0,9,11,-176.67879092755174
5542,37.0,45.0,6,0,0,0,0,0,0,0,12,-124.46813983993707
5543,36.0,45.0,6,0,0,0,0,0,0,1,12,-130.7465828038694
5544,35.0,45.0,6,0,0,0,0,0,0,2,12,-136.8811541793857
5545,34.0,45.0,6,0,0,0,0,0,0,3,12,-142.87185396643326
5546,33.0,45.0,6,0,0,0,0,0,0,4,12,-148.7186821650921
5547,32.0,45.0,6,0,0,0,0,0,0,5,12,-154.42163877534404
5548,31.0,45.0,6,0,0,0,0,0,0,6,12,-159.98072379716905
5549,30.0,45.0,6,0,0,0,0,0,0,7,12,-165.39593723061262
5550,29.0,45.0,6,0,0,0,0,0,0,8,12,-170.66727907564928
5551,36.0,45.0,6,0,0,0,0,0,0,0,13,-128.28448851077883
5552,35.0,45.0,6,0,0,0,0,0,0,1,13,-133.93034258792068
5553,34.0,45.0,6,0,0,0,0,0,0,2,13,-139.43232507663015
5554,33.0,45.0,6,0,0,0,0,0,0,3,13,-144.79043597694908
5555,32.0,45.0,6,0,0,0,0,0,0,4,13,-150.00467528876288
5556,31.0,45.0,6,0,0,0,0,0,0,5,13,-155.07504301216795
5557,30.0,45.0,6,0,0,0,0,0,0,6,13,-160.00153914725888
5558,29.0,45.0,6,0,0,0,0,0,0,7,13,-164.7841636939338
5559,35.0,45.0,6,0,0,0,0,0,0,0,14,-131.1079274666772
5560,34.0,45.0,6,0,0,0,0,0,0,1,14,-136.12119265703586
5561,33.0,45.0,6,0,0,0,0,0,0,2,14,-140.9905862588621
5562,32.0,45.0,6,0,0,0,0,0,0,3,14,-145.71610827241602
5563,31.0,45.0,6,0,0,0,0,0,0,4,14,-150.29775869745936
5564,30.0,45.0,6,0,0,0,0,0,0,5,14,-154.73553753416127
5565,29.0,45.0,6,0,0,0,0,0,0,6,14,-159.02944478232894
5566,34.0,45.0,6,0,0,0,0,0,0,0,15,-132.9384567076395
5567,33.0,45.0,6,0,0,0,0,0,0,1,15,-137.31913301115583
5568,32.0,45.0,6,0,0,0,0,0,0,2,15,-141.555937726278
5569,31.0,45.0,6,0,0,0,0,0,0,3,15,-145.64887085293594
5570,30.0,45.0,6,0,0,0,0,0,0,4,15,-149.59793239124338
5571,29.0,45.0,6,0,0,0,0,0,0,5,15,-153.40312234104567
5572,33.0,45.0,6,0,0,0,0,0,0,0,16,-133.77607623363383
5573,32.0,45.0,6,0,0,0,0,0,0,1,16,-137.52416365031877
5574,31.0,45.0,6,0,0,0,0,0,0,2,16,-141.12837947866865
5575,30.0,45.0,6,0,0,0,0,0,0,3,16,-144.58872371851976
5576,29.0,45.0,6,0,0,0,0,0,0,4,16,-147.90519637007674
5577,32.0,45.0,6,0,0,0,0,0,0,0,17,-133.62078604465933
5578,31.0,45.0,6,0,0,0,0,0,0,1,17,-136.73628457462473
5579,30.0,45.0,6,0,0,0,0,0,0,2,17,-139.70791151617595
5580,29.0,45.0,6,0,0,0,0,0,0,3,17,-142.53566686922568
5581,31.0,45.0,6,0,0,0,0,0,0,0,18,-132.4725861408633
5582,30.0,45.0,6,0,0,0,0,0,0,1,18,-134.95549578396458
5583,29.0,45.0,6,0,0,0,0,0,0,2,18,-137.29453383869622
5584,30.0,45.0,6,0,0,0,0,0,0,0,19,-130.33147652201478
