,Ti,Ni,Cu,Hf,Zr,hp1,hp2,hpVary
599,41.0,50.0,1,0,8,113.69709362146386,-95.86663640227925,209.56373002374312
600,39.0,50.0,1,9,1,-100.79081439698348,108.7743549718798,209.56516936886328
601,40.0,46.0,5,3,6,-112.47886694662157,97.26817285372817,209.74703980034974
602,39.0,42.0,9,6,4,81.34886139636365,-128.5814881807746,209.93034957713826
603,40.0,49.0,2,4,5,107.33373197836045,-102.77097550574035,210.1047074841008
604,39.0,45.0,6,7,3,91.90271907086571,-118.38529819003816,210.28801726090387
605,40.0,41.0,10,1,8,-129.18410460148152,81.28578309094883,210.46988769243035
606,38.0,41.0,10,10,1,76.98131547344383,-133.49001156414306,210.4713270375869
607,39.0,48.0,3,8,2,102.54471056482726,-108.10097437980949,210.64568494463674
608,40.0,44.0,7,2,7,-119.52994667100575,91.2976087051502,210.82755537615594
609,38.0,44.0,7,11,0,-122.71738920407006,88.11160551731155,210.8289947213816
610,41.0,51.0,0,0,8,117.76537517276302,-93.23653811034455,211.00191328310757
611,39.0,51.0,0,9,1,-97.72851675011043,113.27483587822644,211.00335262833687
612,40.0,47.0,4,3,6,101.39756813882559,-109.78765492105595,211.18522305988154
613,39.0,43.0,8,6,4,-125.82916242161446,85.53937041504832,211.36853283666278
614,40.0,50.0,1,4,5,111.58566139201866,-99.95722935162848,211.54289074364715
615,39.0,46.0,5,7,3,96.21576221814757,-115.51043830230992,211.7262005204575
616,40.0,42.0,9,1,8,-126.6803303350971,85.22774061687232,211.90807095196942
617,38.0,42.0,9,10,1,81.35547235420381,-130.55403794277663,211.90951029698044
618,39.0,49.0,2,8,2,106.98028784053895,-105.10358036351681,212.08386820405576
619,40.0,45.0,6,2,7,-116.90363827606052,95.36210035959084,212.26573863565136
620,38.0,45.0,6,11,0,92.60829652663233,-119.6588814541501,212.26717798078244
621,39.0,41.0,10,5,5,-133.37233059285063,79.07671781950194,212.44904841235257
622,40.0,48.0,3,3,6,-107.03881239757175,105.58459392175428,212.62340631932602
623,39.0,44.0,7,6,4,89.78750993157155,-123.01920616447387,212.80671609604542
624,40.0,51.0,0,4,5,115.8952213035227,-97.08585269955802,212.98107400308072
625,39.0,47.0,4,7,3,-112.57794791661217,100.58643586318794,213.16438377980012
626,40.0,43.0,8,1,8,-124.11892557074316,89.22732864058344,213.3462542113266
627,38.0,43.0,8,10,1,-127.5604338234698,85.78725973309338,213.34769355656317
628,39.0,50.0,1,8,2,-102.04855584924735,111.47349561428564,213.522051463533
629,40.0,46.0,5,2,7,99.48422251192096,-114.21969938316761,213.70392189508857
630,38.0,46.0,5,11,0,-116.54274320626064,97.16261803399539,213.70536124025602
631,39.0,42.0,9,5,5,83.25995370557212,-130.6272779662977,213.8872316718698
632,40.0,49.0,2,3,6,-104.23233937610348,109.8292502026743,214.06158957877778
633,39.0,45.0,6,6,4,-120.15161940937469,94.09327994617342,214.2448993555481
634,40.0,41.0,10,0,9,-131.43351680508204,82.9932529819489,214.42676978703093
635,38.0,41.0,10,9,2,78.86691899981815,-135.56129013245663,214.4282091322748
636,39.0,48.0,3,7,3,105.01474000634335,-109.58782703294492,214.60256703928826
637,40.0,44.0,7,1,8,93.28454716238775,-121.49989030846336,214.78443747085112
638,38.0,44.0,7,10,1,90.27667760983604,-124.50919920618253,214.78587681601857
639,39.0,51.0,0,8,2,116.02433388595091,-98.93590083701565,214.96023472296656
640,40.0,47.0,4,2,7,-111.47812999229063,103.66397516224242,215.14210515453306
641,38.0,47.0,4,11,0,101.7745700392843,-113.3689744604344,215.1435444997187
642,39.0,43.0,8,5,5,87.50082008946629,-127.82459484180436,215.32541493127064
643,40.0,50.0,1,3,6,114.13153698158567,-101.3682358566657,215.49977283825137
644,39.0,46.0,5,6,4,98.45668045866478,-117.22640215634237,215.68308261500715
645,40.0,42.0,9,0,9,-128.87938517340808,86.9855678731983,215.8649530466064
646,38.0,42.0,9,9,2,-132.5749591457752,83.29143324594042,215.86639239171564
647,39.0,49.0,2,7,3,-106.54007565132633,109.50067464733729,216.04075029866362
648,40.0,45.0,6,1,8,97.39939618208155,-118.82322454822133,216.22262073030288
649,38.0,45.0,6,10,1,94.82372598456277,-121.40033409093303,216.2240600754958
650,39.0,41.0,10,4,6,-135.59687421390845,80.80905629308836,216.4059305069968
651,40.0,48.0,3,2,7,107.90135831051157,-108.67893010348416,216.58028841399573
652,38.0,48.0,3,11,0,106.44415254265186,-110.13757521659136,216.58172775924322
653,39.0,44.0,7,5,5,91.79931697142456,-124.96428121936333,216.7635981907879
654,40.0,51.0,0,3,6,-98.44650183928024,118.49145425843017,216.9379560977104
655,39.0,47.0,4,6,4,102.87771146914747,-114.24355440529325,217.12126587444072
656,40.0,43.0,8,0,9,91.03551326229353,-126.26762304374279,217.30313630603632
657,38.0,43.0,8,9,2,-129.53099766113883,87.77357799007586,217.3045756512147
658,39.0,50.0,1,7,3,114.0442397864972,-103.43469377177098,217.47893355826818
659,40.0,46.0,5,1,8,-116.08892828997341,101.57187569973757,217.66080398971098
660,38.0,46.0,5,10,1,99.42840485721536,-118.23383847773948,217.66224333495484
661,39.0,42.0,9,4,6,85.04264954433165,-132.8014642220587,217.84411376639036
662,40.0,49.0,2,2,7,-105.82209971670818,112.19637195681571,218.0184716735239
663,38.0,49.0,2,11,0,-106.8485454748079,111.17136554387253,218.01991101868043
664,39.0,45.0,6,5,5,96.15544435125776,-122.04633709896007,218.20178145021782
665,38.0,41.0,10,8,3,80.6241260559982,-137.76096517100086,218.38509122699907
666,39.0,48.0,3,6,4,-111.20307615632919,107.3563729775633,218.55944913389249
667,40.0,44.0,7,0,9,-123.59823041611526,95.14308914927824,218.7413195653935
668,38.0,44.0,7,9,2,92.31335323214444,-126.42940567850019,218.74275891064462
669,39.0,51.0,0,7,3,118.64543542345928,-100.27168139420246,218.91711681766174
670,40.0,47.0,4,1,8,105.8019857154577,-113.29700153379599,219.0989872492537
671,38.0,47.0,4,10,1,-115.0097123665546,104.09071422784473,219.10042659439932
672,39.0,43.0,8,4,6,89.33387329360994,-129.94842373225038,219.28229702586032
673,40.0,50.0,1,2,7,116.54901610106754,-102.90763883194813,219.45665493301567
674,38.0,50.0,1,11,0,115.95620904304815,-103.50188523510224,219.45809427815038
675,39.0,46.0,5,5,5,100.56920222907502,-119.07076248058365,219.63996470965867
676,38.0,42.0,9,8,3,85.09899766742456,-134.72427681898625,219.8232744864108
677,39.0,49.0,2,6,4,111.89266498401412,-108.10496740939561,219.99763239340973
678,40.0,45.0,6,0,9,99.3082955343707,-120.87120729054004,220.17950282491074
679,38.0,45.0,6,9,2,-123.27018319795025,96.91075897218252,220.18094217013277
680,39.0,41.0,10,3,7,-137.94981430522603,82.4129982964223,220.36281260164833
681,37.0,41.0,10,12,0,-137.92578967633744,82.43846227051108,220.36425194684853
682,40.0,48.0,3,1,8,110.08972622896545,-110.44744427964542,220.53717050861087
683,38.0,48.0,3,10,1,-111.72795575742202,108.81065409637085,220.53860985379288
684,39.0,44.0,7,4,6,93.68272754094505,-127.03775274447617,220.72048028542122
685,40.0,51.0,0,2,7,-99.93554744923676,120.95929074317974,220.8948381924165
686,38.0,51.0,0,11,0,-100.09759449738704,120.79868304012052,220.89627753750756
687,39.0,47.0,4,5,5,105.04059060495638,-116.03755736422318,221.07814796917955
688,38.0,43.0,8,8,3,89.63149977692956,-131.62995796903124,221.2614577459608
689,39.0,50.0,1,6,4,-104.94922816446706,116.48658748833986,221.43581565280692
690,40.0,46.0,5,0,9,-118.08655366698804,103.5311324174254,221.61768608441344
691,38.0,46.0,5,9,2,-120.05333021943807,101.56579521021195,221.61912542965
692,39.0,42.0,9,3,7,-135.10404694805766,86.69694891310064,221.8009958611583
693,37.0,42.0,9,12,0,-134.64782296416888,87.15461224216415,221.80243520633303
694,40.0,49.0,2,1,8,-107.54025652754353,114.43509724068281,221.97535376822634
695,38.0,49.0,2,10,1,-108.38856865032358,113.5882244629538,221.97679311327738
696,39.0,45.0,6,4,6,98.08921228611143,-124.0694512587288,222.15866354484024
697,38.0,41.0,10,7,4,82.25293664193305,-140.0890366797903,222.34197332172334
698,39.0,48.0,3,5,5,-112.94672174992957,109.56960947866901,222.51633122859857
699,38.0,44.0,7,8,3,94.22163238427311,-128.47800862109216,222.69964100536527
700,39.0,51.0,0,6,4,121.1381404906133,-101.73585842161992,222.87399891223322
701,40.0,47.0,4,0,9,-115.24426954549926,107.81159979838412,223.0558693438834
702,38.0,47.0,4,9,2,-116.77884674292,106.27846194610902,223.057308689029
703,39.0,43.0,8,3,7,-132.2006490929234,91.03853002763935,223.23917912056277
704,37.0,43.0,8,12,0,91.92839271172124,-131.31222575406719,223.24061846578843
705,40.0,50.0,1,1,8,118.83809875017323,-104.57543827746849,223.41353702764172
706,38.0,50.0,1,10,1,-104.99155104528108,118.42342532757175,223.41497637285283
707,39.0,46.0,5,4,6,102.55332752924005,-121.04351927505195,223.596846804292
708,38.0,42.0,9,7,4,-137.00199096244978,86.77816561866348,223.78015658111326
709,39.0,49.0,2,5,5,114.15625885041663,-109.79825563767008,223.95451448808672
710,38.0,45.0,6,8,3,98.86939548955706,-125.26842877521267,224.13782426476973
711,39.0,41.0,10,2,8,-140.43115086680336,83.88854382948193,224.3196946962853
712,37.0,41.0,10,11,1,-140.228992602566,84.09214143901045,224.32113404157644
713,40.0,48.0,3,0,9,112.14969767727598,-112.34435492602279,224.49405260329877
714,38.0,48.0,3,9,2,111.04875918008474,-113.44673276847243,224.49549194855717
715,39.0,44.0,7,3,7,95.43774164028582,-129.23962073984148,224.6773623801273
716,37.0,44.0,7,12,0,-127.91899804598143,96.75980367924058,224.678801725222
717,40.0,51.0,0,1,8,123.29873075764044,-101.55298952942758,224.85172028706802
718,38.0,51.0,0,10,1,123.31625669004279,-101.53690294222906,224.85315963227185
719,39.0,47.0,4,4,6,-117.95995679339103,107.07507327044732,225.03503006383835
720,38.0,43.0,8,7,4,91.3610250933998,-133.85731474714703,225.21833984054683
721,39.0,50.0,1,5,5,-106.59215902743017,118.80053871999553,225.3926977474257
722,38.0,46.0,5,8,3,103.57478909281781,-122.0012184313855,225.5760075242033
723,39.0,42.0,9,2,8,-137.53502614432,88.22285181154439,225.7578779558644
724,37.0,42.0,9,11,1,88.85864877583663,-136.90066852507152,225.75931730090815
725,40.0,49.0,2,0,9,116.54542605421739,-109.38680980858044,225.93223586279782
726,38.0,49.0,2,9,2,115.87668691195722,-110.05698829606263,225.93367520801985
727,39.0,45.0,6,3,7,-126.22096188877913,99.89458375070535,226.11554563948448
728,37.0,45.0,6,12,0,-124.46813983993707,101.64884514483856,226.11698498477563
729,38.0,41.0,10,6,5,83.7533507575281,-142.54550465877765,226.29885541630574
730,39.0,48.0,3,4,6,111.65444950954407,-114.81876381375332,226.4732133232974
731,38.0,44.0,7,7,4,-130.65500803390023,96.00151506610564,226.65652310000587
732,39.0,51.0,0,5,5,123.50244908774039,-103.32843191925349,226.83088100699388
733,38.0,47.0,4,8,3,-118.67637758955243,108.33781319422997,227.0141907837824
734,39.0,43.0,8,2,8,92.61479029140901,-134.58127092383074,227.19606121523975
735,37.0,43.0,8,11,1,93.68278661083605,-133.51471394964028,227.19750056047633
736,40.0,50.0,1,0,9,120.99878492904827,-106.3716341931904,227.37041912223867
737,38.0,50.0,1,9,2,-106.60961332568695,120.76224514190108,227.37185846758803
738,39.0,46.0,5,3,7,104.40905635931995,-123.14467253976181,227.55372889908176
739,37.0,46.0,5,12,0,-120.95965113591592,106.59551710826054,227.55516824417646
740,38.0,42.0,9,6,5,-139.40810157612577,88.32893709954806,227.73703867567383
741,39.0,49.0,2,4,6,-111.61994033617884,116.29145624654484,227.91139658272368
742,38.0,45.0,6,7,4,-127.39507082270211,100.69963553674461,228.09470635944672
743,39.0,41.0,10,1,9,-143.04088389858953,85.23569289250008,228.2765767910896
744,37.0,41.0,10,10,2,85.6174241372064,-142.66059199901792,228.27801613622432
745,38.0,48.0,3,8,3,-115.2939062497644,113.15846779348794,228.45237404325235
746,39.0,44.0,7,2,8,-131.56988520542654,97.06435926936683,228.63424447479338
747,37.0,44.0,7,11,1,98.56455494371039,-130.07112887625408,228.63568381996447
748,40.0,51.0,0,0,9,125.5097743018996,-103.29882807985268,228.80860238175228
749,38.0,51.0,0,9,2,125.70543386955978,-103.10460785733085,228.81004172689063
750,39.0,47.0,4,3,7,-120.01075269278226,108.98115946569305,228.99191215847532
751,37.0,47.0,4,12,0,-117.39353193396164,111.5998195696884,228.99335150365005
752,38.0,43.0,8,6,5,-136.21306799553713,92.96215393971943,229.17522193525656
753,39.0,50.0,1,4,6,-108.36348636065668,120.98609348150785,229.34957984216453
754,38.0,46.0,5,7,4,-124.0775031135272,105.45538650543313,229.53288961896033
755,39.0,42.0,9,1,9,-140.09440181075843,89.62035823972838,229.7147600504868
756,37.0,42.0,9,10,2,90.43428883948218,-139.28191055621937,229.71619939570155
757,38.0,49.0,2,8,3,-111.85380441202506,118.03675289064995,229.890557302675
758,39.0,45.0,6,2,8,-128.50086898903464,101.57155874521413,230.07242773424878
759,37.0,45.0,6,11,1,103.50395377451787,-126.56991330488381,230.07386707940168
760,38.0,41.0,10,5,6,-145.1303691080284,85.12536840286339,230.25573751089178
761,39.0,48.0,3,3,7,113.61089307015936,-116.81920234784047,230.43009541799984
762,37.0,48.0,3,12,0,116.66175252911489,-113.76978223403057,230.43153476314546
763,38.0,44.0,7,6,5,97.65300127770752,-132.9604039169426,230.6134051946501
764,39.0,51.0,0,4,6,125.73836121465138,-105.0494018871068,230.78776310175817
765,38.0,47.0,4,7,4,-120.70230490637914,110.26876797192381,230.97107287830295
766,39.0,43.0,8,1,9,94.06265408497711,-137.09028922499056,231.15294330996767
767,37.0,43.0,8,10,2,95.30878403960378,-135.84559861545858,231.15438265506236
768,38.0,50.0,1,8,3,122.9726684858615,-108.35607207630892,231.32874056217042
769,39.0,46.0,5,2,8,-125.3742222746987,106.13638871903822,231.51061099373692
770,37.0,46.0,5,11,1,108.5009831032803,-123.01106723552584,231.51205033880615
771,38.0,42.0,9,5,6,89.75131211041298,-141.9426086600506,231.6939207704636
772,39.0,49.0,2,3,7,118.2982571725297,-113.57002150493645,231.86827867746615
773,37.0,49.0,2,12,0,121.7813159864454,-110.0884020361118,231.8697180225572
774,38.0,45.0,6,6,5,-129.65010934041857,102.40147911365784,232.0515884540764
775,39.0,41.0,10,0,10,-145.77901340059907,86.45444548511296,232.23345888571203
776,37.0,41.0,10,9,3,87.0143103652008,-145.2205878657296,232.2348982309304
777,38.0,48.0,3,7,4,-117.26947620129067,115.1397799365659,232.40925613785657
778,39.0,44.0,7,1,9,98.56258042823174,-134.0285461412459,232.59112656947764
779,37.0,44.0,7,10,2,-132.35165617673192,100.24090973801503,232.59256591474696
780,38.0,51.0,0,8,3,-104.80070924265237,127.96621457896254,232.7669238216149
781,39.0,47.0,4,2,8,-122.1899450624187,110.75884919079544,232.94879425321415
782,37.0,47.0,4,11,1,-119.39459066825293,113.55564293019415,232.95023359844708
783,38.0,43.0,8,5,6,94.4348863158084,-138.69721771413242,233.13210402994082
784,39.0,50.0,1,3,7,-110.26321016404836,123.04325177268765,233.306461936736
785,37.0,50.0,1,12,0,126.95850994186185,-106.34939134026354,233.30790128212539
786,38.0,46.0,5,6,5,107.20758744775958,-126.28218426591047,233.48977171367005
787,39.0,42.0,9,0,10,-142.78217394747116,90.88946819769626,233.67164214516743
788,37.0,42.0,9,9,3,91.88153243279521,-141.79154905759424,233.67308149038945
789,38.0,49.0,2,7,4,-113.77901699822542,120.06842239909747,233.8474393973229
790,39.0,45.0,6,1,9,103.12013726928853,-130.90917255953536,234.0293098288239
791,37.0,45.0,6,10,2,-128.80008324003938,105.23066593410476,234.03074917414415
792,38.0,41.0,10,4,7,-147.84363002749524,86.36898957805533,234.21261960555057
793,36.0,41.0,10,13,0,-143.31154017167137,90.90251877906121,234.21405895073258
794,39.0,48.0,3,2,8,115.4389401604858,-118.94803735212554,234.38697751261134
795,37.0,48.0,3,11,1,118.66793325482286,-115.72048360300687,234.38841685782972
796,38.0,44.0,7,5,6,-135.39419627020834,99.17609101913695,234.5702872893453
797,39.0,51.0,0,3,7,127.84587687109888,-106.89876832523441,234.7446451963333
798,37.0,51.0,0,12,0,-102.55275014643667,132.19333439510956,234.74608454154622
799,38.0,47.0,4,6,5,112.07132627964893,-122.85662869346197,234.9279549731109
800,39.0,43.0,8,0,10,95.38212140822725,-139.72770399637375,235.109825404601
801,37.0,43.0,8,9,3,-138.30487975148571,96.80638499818451,235.11126474967023
802,38.0,50.0,1,7,4,-110.23092729719065,125.05469535960583,235.28562265679648
803,39.0,46.0,5,1,9,-127.73216847988078,107.73532460843853,235.46749308831932
804,37.0,46.0,5,10,2,-125.19087980539916,110.27805262820038,235.46893243359955
805,38.0,42.0,9,4,7,-144.6055122141879,91.04529065098905,235.65080286517696
806,36.0,42.0,9,13,0,96.01101920688234,-139.64122300337476,235.6522422102571
807,39.0,49.0,2,2,8,120.17666162812384,-115.64849914392835,235.8251607720522
808,37.0,49.0,2,11,1,-111.98874603977129,123.83785407757387,235.82660011734515
809,38.0,45.0,6,5,6,103.97492622047139,-132.03354432834385,236.00847054881524
810,37.0,41.0,10,8,4,-147.9089802026283,88.28280012292089,236.1917803255492
811,38.0,48.0,3,6,5,-119.37344262302213,116.99269560948596,236.3661382325081
812,39.0,44.0,7,0,10,99.93240511680779,-136.61560354730682,236.5480086641146
813,37.0,44.0,7,9,3,101.7888680617616,-134.76057994746952,236.54944800923113
814,38.0,51.0,0,7,4,130.09859881804732,-106.62520709821547,236.7238059162628
815,39.0,47.0,4,1,9,-124.49753390224942,112.40814244556532,236.90567634781473
816,37.0,47.0,4,10,2,115.3830698201782,-121.52404587277488,236.90711569295308
817,38.0,43.0,8,4,7,-141.3097639029329,95.7792222215503,237.0889861244832
818,36.0,43.0,8,13,0,-135.91327533714139,101.17715013262205,237.09042546976343
819,39.0,50.0,1,2,8,124.97201359381143,-112.2913304376998,237.26334403151122
820,37.0,50.0,1,11,1,129.06540539809794,-108.19937797859347,237.2647833766914
821,38.0,46.0,5,5,6,108.83139191981172,-128.61526188853895,237.44665380835067
822,37.0,42.0,9,8,4,93.20037955587031,-144.4295840291852,237.62996358505552
823,38.0,49.0,2,6,5,-115.83262605464552,121.97169543732889,237.8043214919744
824,39.0,45.0,6,0,10,-133.44587260030312,104.54031932323414,237.98619192353726
825,37.0,45.0,6,9,3,106.82898162333004,-131.15864964545835,237.9876312687884
826,38.0,41.0,10,3,8,87.48421428303118,-150.6852874172073,238.16950170023847
827,36.0,41.0,10,12,1,92.19587711946224,-145.97506392605646,238.1709410455187
828,39.0,48.0,3,1,9,-121.20526882667764,117.13859078066889,238.34385960734653
829,37.0,48.0,3,10,2,120.54571751020558,-117.79958144220655,238.34529895241212
830,38.0,44.0,7,4,7,-137.9563850937302,100.57078429040848,238.5271693841387
831,36.0,44.0,7,13,0,-132.12769717294213,106.4009115562003,238.52860872914243
832,39.0,51.0,0,2,8,129.82499605759222,-108.87653123355994,238.70152729115216
833,37.0,51.0,0,11,1,134.35058721667156,-104.35237941946616,238.70296663613772
834,38.0,47.0,4,5,6,113.74548811696877,-125.13934895078273,238.8848370677515
835,37.0,43.0,8,8,4,-140.8925573577726,98.17558948670921,239.06814684448182
836,38.0,50.0,1,6,5,127.0083257631486,-112.23417898832486,239.24250475147346
837,39.0,46.0,5,0,10,109.2058640277246,-130.2185111553008,239.4243751830254
838,37.0,46.0,5,9,3,-127.49908884546312,111.92672568267153,239.42581452813465
839,38.0,42.0,9,3,8,92.21087272114528,-147.3968122385886,239.6076849597339
840,36.0,42.0,9,12,1,-142.2543893924376,97.35473491250013,239.60912430493772
841,39.0,49.0,2,1,9,-117.85537325310725,121.92666961364739,239.78204286675464
842,37.0,49.0,2,10,2,-114.01748651366506,125.7659956982825,239.78348221194756
843,38.0,45.0,6,4,7,-134.5453757865289,105.41997685685055,239.96535264337945
844,36.0,45.0,6,13,0,-128.28448851077883,111.68230347789358,239.9667919886724
845,37.0,41.0,10,7,5,-150.72576900977947,89.42289341040305,240.14866242018252
846,38.0,48.0,3,5,6,118.71721481229179,-121.6058055150279,240.32302032731968
847,37.0,44.0,7,8,4,103.20842991553945,-137.2979001884123,240.50633010395177
848,38.0,51.0,0,6,5,132.10258658704697,-108.5781014239983,240.68068801104528
849,39.0,47.0,4,0,10,-126.93351921234353,113.92903923019185,240.86255844253537
850,37.0,47.0,4,9,3,117.08210024020809,-123.78189754752748,240.86399778773557
851,38.0,43.0,8,3,8,96.99516165726527,-144.05070656200405,241.04586821926932
852,36.0,43.0,8,12,1,102.57122320351482,-138.47608436088922,241.04730756440404
853,39.0,50.0,1,1,9,126.77237894461723,-114.447847181611,241.22022612622823
854,37.0,50.0,1,10,2,131.04390438417613,-110.17776108713406,241.2216654713102
855,38.0,46.0,5,4,7,110.32679992156045,-131.07673598140173,241.40353590296218
856,36.0,46.0,5,13,0,-124.3836493506351,117.02132589757093,241.40497524820603
857,37.0,42.0,9,7,5,-147.19601547102138,94.39083020872204,241.58684567974342
858,38.0,49.0,2,5,6,-118.01463158131082,123.74657200546062,241.76120358677144
859,37.0,45.0,6,8,4,108.29890084234648,-133.6456125210825,241.944513363429
860,38.0,41.0,10,2,9,-153.65534127711362,88.47104251786368,242.1263837949773
861,36.0,41.0,10,11,2,-148.76698415063584,93.36083898950164,242.12782314013748
862,39.0,48.0,3,0,10,118.70984493053402,-123.59089677144584,242.30074170197986
863,37.0,48.0,3,9,3,122.29510529547406,-120.00707575162596,242.30218104710002
864,38.0,44.0,7,3,8,101.83708109130384,-140.6469703874718,242.48405147877565
865,36.0,44.0,7,12,1,-134.64014883133495,107.84534199241898,242.48549082375393
866,39.0,51.0,0,1,9,-110.98269061211613,131.67571877356386,242.65840938568
867,37.0,51.0,0,10,2,-106.28040516269539,136.37944356810476,242.65984873080015
868,38.0,47.0,4,4,7,-127.55046567832323,115.29125348411617,242.8417191624394
869,36.0,47.0,4,13,0,-120.42517969256369,122.4179788150359,242.84315850759958
870,37.0,43.0,8,7,5,-143.60863143429378,99.41639750491595,243.02502893920973
871,38.0,50.0,1,5,6,-114.36582714964243,128.83355969643162,243.19938684607405
872,37.0,46.0,5,8,4,-129.9356943557832,113.4470022670721,243.3826966228553
873,38.0,42.0,9,2,9,93.24805832124548,-150.3165087331945,243.56456705443998
874,36.0,42.0,9,11,2,-144.99595225172015,98.57005414784362,243.56600639956378
875,39.0,49.0,2,0,10,123.54828112894029,-120.19064383256045,243.73892496150074
876,37.0,49.0,2,9,3,-116.17462345774584,127.56574084883323,243.74036430657907
877,38.0,45.0,6,3,8,-137.18560371497733,106.73663102315913,243.92223473813647
878,36.0,45.0,6,12,1,-130.7465828038694,113.17709127946,243.9236740833294
879,37.0,41.0,10,6,6,-153.67095428717948,90.43459022771276,244.10554451489224
880,38.0,48.0,3,4,7,120.31333754459047,-123.96656487724249,244.27990242183296
881,36.0,48.0,3,13,0,127.87226223063772,-116.40907953650094,244.28134176713866
882,37.0,44.0,7,7,5,-139.96361689959667,104.4995952990721,244.46321219866877
883,38.0,51.0,0,5,6,-110.65939222001543,133.97817788553948,244.63757010555491
884,37.0,47.0,4,8,4,-126.16814569253256,118.65273418973084,244.8208798822634
885,38.0,43.0,8,2,9,-146.92004569128403,98.08270462258952,245.00275031387355
886,36.0,43.0,8,11,2,-141.16728985483496,103.83689980416966,245.00418965900462
887,39.0,50.0,1,0,10,128.44434782514872,-116.73276039571283,245.17710822086156
888,37.0,50.0,1,9,3,132.89400690024195,-112.28454066595623,245.17854756619818
889,38.0,46.0,5,3,8,-133.6666065444806,111.69381145316584,245.36041799764644
890,36.0,46.0,5,12,1,118.56647106440505,-126.79538627840884,245.3618573428139
891,37.0,42.0,9,6,6,-150.09084338309185,95.45288439119759,245.54372777428944
892,38.0,49.0,2,4,7,125.39305210320163,-120.32503357822134,245.71808568142296
893,36.0,49.0,2,13,0,-112.33534888248141,133.38417614402715,245.71952502650856
894,37.0,45.0,6,7,5,109.64042359113228,-136.26097186694096,245.90139545807324
895,38.0,41.0,10,1,10,-156.75379160730154,89.32947428237821,246.08326588967975
896,36.0,41.0,10,10,3,94.3974043893104,-151.68730084548224,246.08470523479264
897,37.0,48.0,3,8,4,-122.34296653130332,123.91609661054099,246.2590631418443
898,38.0,44.0,7,2,9,-143.4659521514186,102.97498142196855,246.44093357338716
899,36.0,44.0,7,11,2,-137.280996959993,109.16137595860346,246.44237291859645
900,39.0,51.0,0,0,10,133.39804501942126,-113.21724646092116,246.61529148034242
901,37.0,51.0,0,9,3,-108.33682737614254,138.27990344943828,246.61673082558082
902,38.0,47.0,4,3,8,-130.08997887608348,116.7086223810038,246.79860125708728
903,36.0,47.0,4,12,1,-122.78655925500607,124.01348134722502,246.8000406022311
904,37.0,43.0,8,6,6,100.52880905279017,-146.45310198102743,246.9819110338176
905,38.0,50.0,1,4,7,-116.62587178122703,130.5303971597168,247.15626894094385
906,36.0,50.0,1,13,0,-108.2039877305233,138.9537205555098,247.15770828603308
907,37.0,46.0,5,7,5,-132.50069633632666,114.83888238125655,247.3395787175832
908,38.0,42.0,9,1,10,-153.36460169803468,94.15684745110048,247.52144914913515
909,36.0,42.0,9,10,3,-147.8659115812443,99.65697691304376,247.52288849428805
910,37.0,49.0,2,8,4,-118.46015687212093,129.23708952913876,247.6972464012597
911,38.0,45.0,6,2,9,-139.9542281136055,107.92488871923706,247.87911683284256
912,36.0,45.0,6,11,2,-133.3370735671797,114.54348261082487,247.88055617800455
913,37.0,41.0,10,5,7,-156.74453603480288,91.3178905747045,248.06242660950738
914,35.0,41.0,10,14,0,-147.70438095206373,100.35948500267114,248.06386595473487
915,38.0,48.0,3,3,8,-126.45572070968774,121.78106380677491,248.23678451646265
916,36.0,48.0,3,12,1,129.51812212808,-118.72010173361741,248.2382238616974
917,37.0,44.0,7,6,6,105.66236421222857,-142.75773008102624,248.4200942932548
918,38.0,51.0,0,4,7,135.72537271404872,-112.86907948626686,248.59445220031557
919,36.0,51.0,0,13,0,144.5808954648819,-104.01499608057384,248.59589154545574
920,37.0,47.0,4,7,5,-128.68279030773556,120.09497166922665,248.7777619769622
921,38.0,43.0,8,1,10,99.04185111771221,-149.91778129083468,248.9596324085469
922,36.0,43.0,8,10,3,-143.98689181899317,104.97417993466661,248.96107175365978
923,37.0,50.0,1,8,4,134.6157129457133,-114.51971671496904,249.13542966068235
924,38.0,46.0,5,2,9,112.93242651454057,-136.38487357783742,249.317300092378
925,36.0,46.0,5,11,2,119.98321976112493,-129.3355196764187,249.31873943754363
926,37.0,42.0,9,5,7,96.38654210360255,-153.11406776537842,249.50060986898097
927,35.0,42.0,9,14,0,105.86033588660212,-143.64171332766273,249.50204921426484
928,38.0,49.0,2,3,8,126.91113573078474,-122.76383204534068,249.6749677761254
929,36.0,49.0,2,12,1,135.0803934069554,-114.59601371427925,249.67640712123466
930,37.0,45.0,6,6,6,-139.00472768303734,110.8535498696292,249.85827755266655
931,38.0,41.0,10,0,11,90.05950957670575,-159.98063840770556,250.0401479844113
932,36.0,41.0,10,9,4,95.30557331901218,-154.73601401054475,250.04158732955693
933,37.0,48.0,3,7,5,-124.80725378121679,125.40869145533361,250.2159452365504
934,38.0,44.0,7,1,10,-146.41333038563607,103.9844852823735,250.39781566800957
935,36.0,44.0,7,10,3,-140.05024155887259,110.349013454339,250.3992550132116
936,37.0,51.0,0,8,4,140.05196686038107,-110.52164605986763,250.5736129202487
937,38.0,47.0,4,2,9,-132.75788854409257,117.9975948076899,250.75548335178246
938,36.0,47.0,4,11,2,125.48058740931447,-125.27633528766273,250.7569226969772
939,37.0,43.0,8,5,7,101.51282413050649,-149.4259689979881,250.93879312849458
